"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"PIK3C3","Pik3c3",12.729283,11.653207,10.583117,614,984,906,11.6552023333333,24.734,24.734,0.491769733944716
"PIK3CA","Pik3ca",26.439539,16.616078,11.952488,1268,954,790,18.336035,4.22339,4.22339,3.70181721066204
"PIK3CB","Pik3cb",6.373439,3.467485,3.415653,506,480,483,4.418859,14.74004,14.74004,0.34427225089644
"PIK3CD","Pik3cd",6.819553,3.725183,3.626708,314,356,307,4.72381466666667,11.46796,11.46796,0.459081892039008
"PIK3CG","Pik3cg",0.615928,0.344952,0.389681,36,48,50,0.450187,0.45997,0.45997,0.993299177380357
"PIK3IP1","Pik3ip1",14.458573,18.772485,21.67687,343,702,727,18.3026426666667,93.02953,93.02953,0.205282773046581
"PIK3R1","Pik3r1",30.38911,11.868456,8.366023,2019,1276,1103,16.8745296666667,31.10044,31.10044,0.556831297847215
"PIK3R2","Pik3r2",63.740949,73.07252,73.253936,1167,1795,1717,70.0224683333333,12.71198,12.71198,5.17959246828929
"PIK3R3","Pik3r3",11.823652,8.015437,7.741532,931,1124,1093,9.19354033333333,13.10923,13.10923,0.722473184811172
"PIK3R4","Pik3r4",10.79792,6.795865,4.939892,567,478,467,7.51122566666667,25.2567,25.2567,0.32415443169426
"PIK3R5","Pik3r5",0.40705,0.213952,0.33722,24,24,39,0.319407333333333,4.99698,4.99698,0.220011961576216
"PIK3R6","Pik3r6",1.301792,0.912971,0.905124,33,66,54,1.03996233333333,1.11857,1.11857,0.962895884173444
"PIKFYVE","Pikfyve",6.8979,2.505207,2.428567,969,616,539,3.94389133333333,2.94801,2.94801,1.25224893891691
"PILRA","Pilra",0,0.227861,0.442502,0,3,5,0.223454333333333,10.03577,10.03577,0.110862616141269
"PILRB","Pilrb2",0,0,0.044767,0,0,2,0.0149223333333333,33.15987,33.15987,0.0297109542083542
"PIM1","Pim1",3.132135,2.533997,1.625283,50,73,55,2.43047166666667,23.31226,23.31226,0.141100484556626
"PIM2","Pim2",13.603054,18.905034,16.589735,382,765,631,16.365941,13.05696,13.05696,1.23539805192588
"PIM3","Pim3",22.738881,24.582641,27.185248,392,782,877,24.83559,56.01216,56.01216,0.453159290930216
"PIN1","Pin1",11.498036,10.834,11.697397,665,1123,1231,11.3431443333333,629.73431,629.73431,0.0195694829623797
"PIN4","Pin4",9.261558,10.641144,9.663704,36,73,67,9.85546866666667,25.72712,25.72712,0.406159311840059
"PINK1","Pink1",135.070651,166.856964,160.12721,4038,9220,9147,154.018275,104.99928,104.99928,1.46244649020258
"PINLYP","Pinlyp",0,0,0,0,0,0,0,15.79589,15.79589,0.0595383751620188
"PINX1","Pinx1",3.116007,3.344566,3.866675,37,71,72,3.442416,17.66714,17.66714,0.237980536922099
"PIP","Pip",0,0,0,0,0,0,0,0,0,1
"PIP4K2A","Pip4k2a",79.312591,62.12027,56.843797,1503,2044,1809,66.0922193333333,27.797,27.797,2.32983364007825
"PIP4K2B","Pip4k2b",37.48496,21.27966,18.762781,2331,2287,2201,25.842467,35.41792,35.41792,0.73706754806425
"PIP4K2C","Pip4k2c",30.991848,24.197692,19.554,1523,2147,1762,24.9145133333333,11.5725,11.5725,2.06120607145224
"PIP5K1A","Pip5k1a",20.244933,15.863071,13.84534,754,1147,1001,16.6511146666667,7.20276,7.20276,2.15185067790191
"PIP5K1B","Pip5k1b",8.910132,7.030106,5.449989,331,458,354,7.13007566666667,6.60688,6.60688,1.06877927174698
"PIP5K1C","Pip5k1c",85.525005,44.956317,41.705877,4764,5247,4950,57.395733,41.31393,41.31393,1.38005930907387
"PIP5KL1","Pip5kl1",2.417135,2.647749,2.63357,28,78,71,2.56615133333333,9.01129,9.01129,0.356212968891455
"PIPOX","Pipox",1.152821,1.337039,1.104049,16,50,47,1.19796966666667,1.36946,1.36946,0.927624718993638
"PIR","Pir",3.254968,4.472005,3.528016,55,122,110,3.751663,30.66138,30.66138,0.150077570844985
"PIRT","Pirt",0.204294,0.098436,0.105684,13,11,12,0.136138,206.64284,206.64284,0.00547159728695678
"PISD","Pisd",36.582159,36.059727,32.544687,1048,1995,1792,35.062191,48.83031,48.83031,0.723699912763938
"PITHD1","Pithd1",82.194142,95.051123,101.197704,797,1896,1972,92.814323,207.00873,207.00873,0.451011469566686
"PITPNA","Pitpna",141.629936,144.152081,136.45838,4229,6805,6716,140.746799,57.183,57.183,2.43622362202018
"PITPNB","Pitpnb",44.981822,42.123401,43.566833,997,1586,1423,43.557352,39.01407,39.01407,1.11354211156226
"PITPNC1","Pitpnc1",21.994269,11.676073,9.564414,1479,1168,1142,14.4115853333333,18.53482,18.53482,0.788928965474641
"PITPNM1","Pitpnm1",67.779194,58.683132,57.670484,1938,3072,3018,61.3776033333333,45.12962,45.12962,1.35222452154025
"PITPNM2","Pitpnm2",36.727963,10.424094,12.619129,2607,1638,1703,19.9237286666667,20.88695,20.88695,0.955991066213733
"PITPNM3","Pitpnm3",18.859064,5.234902,9.176387,1340,925,1045,11.0901176666667,3.10482,3.10482,2.94534660878349
"PITRM1","Pitrm1",12.257725,9.488592,8.314694,396,623,614,10.020337,103.09666,103.09666,0.105866384185621
"PITX1","Pitx1",0.034797,0.016676,0.04744,1,1,3,0.032971,0.10454,0.10454,0.935204700599345
"PITX2","Pitx2",0.848591,0.772199,1.173784,18,34,51,0.931524666666667,0.02091,0.02091,1.89196370558293
"PITX3","Pitx3",0.073612,0.065918,0.407151,1,2,3,0.182227,0.10454,0.10454,1.07033425679468
"PIWIL1","Piwil1",0.045007,0.0092,0.023469,2,1,1,0.025892,0.03136,0.03136,0.994698262488365
"PIWIL2","Piwil2",0.304457,0.045178,0.037106,10,6,5,0.128913666666667,0.50179,0.50179,0.751712068043246
"PIWIL4","Piwil4",0,0.037268,0.018981,0,2,1,0.0187496666666667,2.22669,2.22669,0.31572591933736
"PJA1","Pja1",79.415857,77.972623,71.855394,2582,4500,4144,76.4146246666667,34.1739,34.1739,2.2009110353605
"PJA2","Pja2",141.5199,84.312455,71.245168,9439,9732,8036,99.025841,83.72553,83.72553,1.18058678417237
"PKD1","Pkd1",103.085906,32.917842,28.781166,1540,786,901,54.9283046666667,93.69858,93.69858,0.59059285436663
"PKD1L1","Pkd1l1",0.016776,0.139502,0.028879,2,1,6,0.061719,0.75268,0.75268,0.60576887965858
"PKD1L2","Pkd1l2",0.008751,0.039574,0.018788,1,6,4,0.022371,0.99312,0.99312,0.51295004816569
"PKD1L3","Pkd1l3",0.196568,0.233136,0.202846,14,14,15,0.21085,0.02091,0.02091,1.18604970075717
"PKD2","Pkd2",7.140565,2.69774,2.734452,530,359,365,4.190919,7.82999,7.82999,0.58787371220126
"PKD2L1","Pkd2l1",0.666546,0.328764,0.59167,33,29,53,0.528993333333333,0.6586,0.6586,0.921857791711886
"PKD2L2","Pkd2l2",3.560609,2.046795,1.67356,126,126,101,2.426988,0.20908,0.20908,2.83437655076587
"PKDCC","Pkdcc",4.6898,4.176428,5.215355,82,134,166,4.693861,43.46744,43.46744,0.128045621695335
"PKDREJ","Pkdrej",0.248734,0.094043,0.133516,27,18,26,0.158764333333333,0.11499,0.11499,1.039259843885
"PKHD1L1","Pkhd1l1",0.313977,0.002871,0.002846,6,1,1,0.106564666666667,0.37634,0.37634,0.803990777472621
"PKIA","Pkia",47.649931,56.134976,70.28305,2388,4487,4274,58.0226523333333,47.6072,47.6072,1.21427797390784
"PKIB","Pkib",21.037258,12.371126,16.299149,119,115,136,16.5691776666667,29.271,29.271,0.580396341933424
"PKIG","Pkig",66.297937,55.510847,50.456069,464,821,743,57.4216176666667,58.64655,58.64655,0.979463483917623
"PKLR","Pklr",0,0.040697,0.040093,0,3,3,0.02693,0.08363,0.08363,0.947675867224052
"PKM","Pkm",529.78288,525.090099,518.589012,12896,23467,23618,524.487330333333,1567.91184,1567.91184,0.334937449597763
"PKMYT1","Pkmyt1",2.330013,1.823454,1.84843,60,84,96,2.00063233333333,3.24072,3.24072,0.70757615059078
"PKN1","Pkn1",14.50152,10.250256,11.875759,556,703,696,12.2091783333333,81.40476,81.40476,0.160296302462787
"PKN2","Pkn2",5.630932,4.856689,4.581696,415,578,466,5.02310566666667,3.43934,3.43934,1.35675701042648
"PKN3","Pkn3",0.366736,0.197809,0.368546,16,12,27,0.311030333333333,3.13618,3.13618,0.316966460195962
"PKNOX1","Pknox1",12.933592,6.023388,3.57487,183,164,156,7.51061666666667,13.28695,13.28695,0.595691639339864
"PKNOX2","Pknox2",19.515316,12.86524,9.750533,645,738,639,14.0436963333333,5.89602,5.89602,2.18150416230425
"PKP1","Pkp1",0.104839,0.076911,0.083464,4,6,2,0.0884046666666667,0.5436,0.5436,0.7051079727045
"PKP3","Pkp3",0,0.057492,0.158085,0,2,3,0.071859,2.69711,2.69711,0.289918071142054
"PKP4","Pkp4",158.657553,82.074052,76.668074,3684,3481,3406,105.799893,9.53398,9.53398,10.1386079145774
"PLA1A","Pla1a",1.489787,0.828546,1.020463,19,36,42,1.112932,1.56809,1.56809,0.82276399970406
"PLA2G10","Pla2g10",0,0.137926,0.04798,0,1,1,0.0619686666666667,0.05227,0.05227,1.00921689933826
"PLA2G12A","Pla2g12a",9.201405,14.558232,14.754895,159,307,273,12.8381773333333,19.10978,19.10978,0.688131711701139
"PLA2G12B","Pla2g12b",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"PLA2G15","Pla2g15",9.619627,9.024077,8.655913,277,486,434,9.09987233333333,36.08697,36.08697,0.272329401224563
"PLA2G1B","Pla2g1b",0,0,0,0,0,0,0,0.10454,0.10454,0.905354265123943
"PLA2G2A","Pla2g2a",0,0,0,0,0,0,0,78.18495,78.18495,0.0126286623910225
"PLA2G2C","Pla2g2c",0.254152,0.210281,0.074279,3,7,3,0.179570666666667,0.04182,0.04182,1.13222117704274
"PLA2G2D","Pla2g2d",0.161463,0.055502,0.053819,5,3,3,0.0902613333333333,0.01045,0.01045,1.07898593036106
"PLA2G2E","Pla2g2e",0.117256,0,0,1,0,0,0.0390853333333333,0,0,1.03908533333333
"PLA2G2F","Pla2g2f",0.112227,0.123163,0.273242,4,8,18,0.169544,0,0,1.169544
"PLA2G3","Pla2g3",1.2421,0.606956,0.526282,47,41,37,0.791779333333333,5.28969,5.28969,0.284875619201158
"PLA2G4A","Pla2g4a",4.275129,4.671118,9.300932,47,75,102,6.082393,1.81898,1.81898,2.51239561827328
"PLA2G4B","Pla2g4b",1.392357,0.339646,0.725295,23,9,35,0.819099333333333,1.98625,1.98625,0.60915842053858
"PLA2G4C","Pla2g4c",0.059399,0.011387,0.018351,3,1,1,0.0297123333333333,12.82697,12.82697,0.0744712929393304
"PLA2G4D","Pla2g4d",0,0.020158,0.019944,0,2,2,0.0133673333333333,0.01045,0.01045,1.00288716248536
"PLA2G4E","Pla2g4e",1.062112,0.837374,0.904594,72,82,97,0.934693333333333,0.01045,0.01045,1.91468487637521
"PLA2G4F","Pla2g4f",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"PLA2G5","Pla2g5",4.21849,3.105562,3.258921,30,68,50,3.52765766666667,0.53315,0.53315,2.95317331420061
"PLA2G6","Pla2g6",5.24571,8.827458,5.053616,186,368,310,6.37559466666667,21.00195,21.00195,0.335224589941649
"PLA2G7","Pla2g7",87.907137,95.772311,114.654216,1943,3822,4463,99.4445546666667,1.34856,1.34856,42.7685708121856
"PLA2R1","Pla2r1",0.182097,0.302028,0,11,11,0,0.161375,7.31775,7.31775,0.139626100808512
"PLAA","Plaa",19.066519,16.943257,15.72739,588,798,769,17.245722,16.38131,16.38131,1.0497322698922
"PLAC1","Plac1",0,0,0,0,0,0,0,0.07318,0.07318,0.931810134367021
"PLAC8","Plac8",0.556653,0.311389,0.308838,1,3,2,0.392293333333333,36.95464,36.95464,0.0366830862664837
"PLAC8L1","Plac8l1",0,0,0,0,0,0,0,0.6586,0.6586,0.602918123718799
"PLAG1","Plag1",0.527914,0.290843,0.124447,38,16,15,0.314401333333333,0.94085,0.94085,0.677229736112185
"PLAT","Plat",11.005271,10.468255,9.910219,399,686,656,10.4612483333333,29.63689,29.63689,0.374099601275891
"PLAU","Plau",0.953027,0.741761,0.837338,32,44,50,0.844042,2.86438,2.86438,0.47718961385785
"PLAUR","Plaur",0.249646,0.486749,0.690667,5,18,16,0.475687333333333,7.92408,7.92408,0.165360164110287
"PLB1","Plb1",0.260752,0.731824,0.713119,9,23,27,0.568565,5.35241,5.35241,0.246924395623078
"PLBD1","Plbd1",0.071492,0.079773,0.077047,2,4,3,0.076104,6.09464,6.09464,0.1516784502103
"PLBD2","Plbd2",13.077545,9.902315,9.991439,786,995,1083,10.990433,77.58907,77.58907,0.152571254501421
"PLCB1","Plcb1",47.289574,12.486291,12.868353,3540,2023,1778,24.2147393333333,2.33123,2.33123,7.56919796391523
"PLCB2","Plcb2",0.757021,1.127359,0.479171,36,39,42,0.787850333333333,31.66496,31.66496,0.0547329717634227
"PLCB3","Plcb3",5.112049,3.110399,3.238072,265,323,360,3.82017333333333,59.7024,59.7024,0.079406635212666
"PLCD1","Plcd1",2.543572,1.989029,2.819092,93,142,165,2.45056433333333,25.18352,25.18352,0.131783821783066
"PLCD3","Plcd3",5.548618,5.518039,5.828221,122,265,280,5.631626,20.58379,20.58379,0.307250302194378
"PLCD4","Plcd4",8.933699,6.588415,7.10383,219,363,363,7.54198133333333,19.07842,19.07842,0.42543095190425
"PLCE1","Plce1",2.860959,1.035221,1.158615,293,234,285,1.68493166666667,4.27566,4.27566,0.508928108836935
"PLCG1","Plcg1",24.821813,8.889862,11.594228,1171,874,882,15.1019676666667,20.23881,20.23881,0.758138881917898
"PLCG2","Plcg2",0.874241,0.568175,0.826775,57,67,99,0.756397,4.9238,4.9238,0.29649836253756
"PLCH1","Plch1",3.002962,3.180909,1.921444,256,320,262,2.70177166666667,0.80495,0.80495,2.05089984025412
"PLCH2","Plch2",13.211723,8.78197,7.252421,872,1023,918,9.74870466666667,2.06988,2.06988,3.5013435921491
"PLCL1","Plcl1",13.039496,7.522168,8.138771,653,507,549,9.56681166666667,1.66217,1.66217,3.96924751862829
"PLCL2","Plcl2",15.78754,11.963077,10.408201,948,1285,1137,12.719606,3.48116,3.48116,3.06161931285649
"PLCXD1","Plcxd1",3.591679,4.932639,3.510404,158,313,250,4.011574,0,0,5.011574
"PLCXD2","Plcxd2",22.335284,10.154079,8.602178,2472,1958,1654,13.6971803333333,1.0663,1.0663,7.11280081950023
"PLCXD3","Plcxd3",6.518797,2.114094,2.438056,169,96,112,3.69031566666667,7.10867,7.10867,0.578432180205467
"PLCZ1","Plcz1",0.353407,0.371408,0.240511,11,20,13,0.321775333333333,1.26493,1.26493,0.583583304266946
"PLD1","Pld1",2.820945,2.188241,1.675054,179,151,158,2.22808,3.28253,3.28253,0.753778724258791
"PLD2","Pld2",5.786067,5.556242,3.919916,232,317,340,5.08740833333333,16.40222,16.40222,0.349806423165167
"PLD3","Pld3",627.369875,527.112349,478.324166,5484,8738,7722,544.268796666667,353.69828,353.69828,1.53727499514987
"PLD4","Pld4",3.089667,3.520966,4.306468,75,179,190,3.63903366666667,21.34693,21.34693,0.207591542402767
"PLD5","Pld5",3.589225,1.731105,2.001616,154,124,134,2.44064866666667,2.89574,2.89574,0.883182313672542
"PLD6","Pld6",0.861205,0.626586,0.630119,13,23,22,0.70597,9.189,9.189,0.167432525272353
"PLEC","Plec",30.757705,2.463777,1.681609,2022,548,754,11.6343636666667,75.05922,75.05922,0.166112190825342
"PLEK","Plek",3.24034,2.334288,2.088841,197,247,217,2.55448966666667,7.33866,7.33866,0.426266290587057
"PLEK2","Plek2",0.27945,0.368303,0.440582,6,14,17,0.362778333333333,4.52655,4.52655,0.246587533512469
"PLEKHA1","Plekha1",50.6269,31.339822,29.117324,1339,1283,1068,37.0280153333333,9.17855,9.17855,3.73609358241924
"PLEKHA2","Plekha2",5.963114,2.506116,3.119747,311,267,286,3.86299233333333,10.62119,10.62119,0.418459067731733
"PLEKHA3","Plekha3",12.16144,11.696669,9.651248,421,715,570,11.1697856666667,15.03275,15.03275,0.759057907512228
"PLEKHA4","Plekha4",1.209892,2.145772,1.256875,15,33,29,1.537513,217.26403,217.26403,0.0116258872339157
"PLEKHA6","Plekha6",18.920096,5.515207,6.131923,1399,789,941,10.1890753333333,7.8509,7.8509,1.26417373751069
"PLEKHA7","Plekha7",8.466347,4.404701,5.13358,270,243,304,6.00154266666667,7.37002,7.37002,0.83650250138789
"PLEKHA8","Plekha8",2.429741,1.638516,1.704337,249,249,302,1.924198,3.32435,3.32435,0.676216772462914
"PLEKHB1","Plekhb1",162.816246,242.806934,294.403057,3761,9328,11237,233.342079,277.46822,277.46822,0.841539759905098
"PLEKHB2","Plekhb2",266.812904,314.658378,334.556622,3584,6971,7003,305.342634666667,92.78909,92.78909,3.26629285630841
"PLEKHD1","Plekhd1",4.376523,2.99035,1.513027,101,122,118,2.95996666666667,5.66603,5.66603,0.5940517319404
"PLEKHF1","Plekhf1",0.992555,1.686573,1.235497,80,246,183,1.304875,8.31087,8.31087,0.247546684681453
"PLEKHF2","Plekhf2",2.371411,2.303753,2.118056,89,156,133,2.26440666666667,5.16424,5.16424,0.529571636838713
"PLEKHG2","Plekhg2",2.100109,0.873623,0.641709,84,48,56,1.205147,4.9238,4.9238,0.372252101691482
"PLEKHG3","Plekhg3",5.2027,3.310768,3.220977,288,328,379,3.91148166666667,13.74692,13.74692,0.333051353548176
"PLEKHG5","Plekhg5",22.493621,11.275177,6.771976,663,674,677,13.5135913333333,13.19286,13.19286,1.02259807630973
"PLEKHG6","Plekhg6",0.020919,0.066675,0.08729,1,6,8,0.0582946666666667,0.31362,0.31362,0.805632273158651
"PLEKHH1","Plekhh1",9.981042,6.075942,6.739927,819,788,876,7.59897033333333,6.65915,6.65915,1.12270556567417
"PLEKHH2","Plekhh2",1.549789,0.517774,0.536649,140,93,102,0.868070666666667,0.61678,0.61678,1.15542662988574
"PLEKHH3","Plekhh3",3.896165,2.866129,3.402128,99,178,187,3.38814066666667,22.70594,22.70594,0.18510722066565
"PLEKHJ1","Plekhj1",25.28678,39.686546,43.888946,125,386,428,36.287424,168.69507,168.69507,0.219731922677542
"PLEKHM1","Plekhm1",4.227345,1.823301,2.313525,359,286,321,2.788057,10.88254,10.88254,0.318791857633132
"PLEKHM2","Plekhm2",51.660572,46.729972,53.258146,1356,2496,2589,50.5495633333333,64.26031,64.26031,0.789906810637788
"PLEKHM3","Plekhm3",6.699185,1.973952,2.520179,767,381,389,3.73110533333333,1.54718,1.54718,1.85738947908406
"PLEKHN1","Plekhn1",7.965724,6.705772,6.377093,354,531,518,7.01619633333333,0.09409,0.09409,7.32681619732685
"PLEKHO1","Plekho1",20.838319,28.144624,24.829316,231,593,540,24.6040863333333,98.8001,98.8001,0.256553714208035
"PLEKHO2","Plekho2",4.2644,4.205854,4.97967,209,379,450,4.483308,25.51804,25.51804,0.206776518928247
"PLEKHS1","Plekhs1",0.239654,5.812583,0.250678,12,13,17,2.10097166666667,0.15681,0.15681,2.68062315044533
"PLG","Plg",0,0.013795,0.028339,0,1,1,0.0140446666666667,0.03136,0.03136,0.983211164546489
"PLGRKT","Plgrkt",9.740053,10.098072,12.113722,89,163,169,10.6506156666667,15.63908,15.63908,0.700195904260732
"PLIN1","Plin1",0.10201,0.040945,0.13836,4,1,2,0.0937716666666667,9.20991,9.20991,0.107128433714564
"PLIN2","Plin2",5.739241,6.930154,9.605394,56,160,170,7.42492966666667,21.57691,21.57691,0.373165755042061
"PLIN3","Plin3",5.128263,7.793567,7.338987,174,420,501,6.75360566666667,22.94638,22.94638,0.323790304282596
"PLIN4","Plin4",2.530496,1.017318,0.372973,227,168,64,1.306929,1.92352,1.92352,0.789092942753941
"PLIN5","Plin5",0.188172,0.289062,0.245684,5,15,13,0.240972666666667,3.063,3.063,0.30543260316679
"PLK1","Plk1",0.256593,0.121939,0.154221,8,7,9,0.177584333333333,2.19533,2.19533,0.368532931914179
"PLK2","Plk2",49.726517,34.639859,28.640546,1934,2475,2031,37.668974,53.08506,53.08506,0.714965907405853
"PLK3","Plk3",4.677988,4.041859,3.801115,152,238,225,4.173654,17.22808,17.22808,0.283828796011429
"PLK4","Plk4",1.629811,1.834062,1.211608,69,81,61,1.55849366666667,1.66217,1.66217,0.961055705182865
"PLK5","Plk5",5.64239,5.663137,5.664965,144,291,307,5.65683066666667,1.78762,1.78762,2.38799788589071
"PLLP","Pllp",39.579657,68.962841,98.113512,532,1631,2242,68.8853366666667,136.18335,136.18335,0.509430165298243
"PLN","Pln",1.765969,1.260956,2.232387,38,46,56,1.753104,2.32077,2.32077,0.829055911731315
"PLOD1","Plod1",7.747014,5.89593,6.235877,324,469,471,6.62627366666667,60.68507,60.68507,0.123632406782819
"PLOD2","Plod2",1.377358,1.989337,1.240338,61,100,97,1.53567766666667,3.5857,3.5857,0.552953238691294
"PLOD3","Plod3",14.190486,7.877596,7.70882,289,363,360,9.925634,43.80197,43.80197,0.243865035399113
"PLP1","Plp1",579.265719,531.713596,643.161152,23216,37302,45069,584.713489,293.02367,293.02367,1.9920623703527
"PLP2","Plp2",3.347069,3.64751,3.647241,49,95,97,3.54727333333333,37.90595,37.90595,0.116878609398648
"PLPPR3","Plppr3",23.010991,20.34565,23.472459,468,781,795,22.2763666666667,0.44952,0.44952,16.0579824125688
"PLRG1","Plrg1",15.825112,19.265114,19.497968,381,834,838,18.1960646666667,31.71722,31.71722,0.586726643237618
"PLS1","Pls1",4.599228,4.846347,5.394561,219,308,418,4.946712,8.48859,8.48859,0.626722410811301
"PLS3","Pls3",62.267649,38.747732,32.718691,2775,3031,2550,44.578024,77.44272,77.44272,0.581035741748884
"PLSCR1","Plscr1",0.743195,1.100441,1.764466,14,38,61,1.20270066666667,38.26139,38.26139,0.0561034814780288
"PLSCR2","Plscr2",0.735668,1.491543,1.916972,16,58,56,1.38139433333333,0.01045,0.01045,2.35676612730302
"PLSCR3","Plscr3",4.372618,3.86715,3.406827,115,164,171,3.88219833333333,52.2592,52.2592,0.0916686381570383
"PLSCR4","Plscr4",1.648372,1.347578,1.076099,70,110,89,1.35734966666667,12.9106,12.9106,0.16946426945399
"PLTP","Pltp",37.598072,45.333413,48.648781,840,1673,1865,43.8600886666667,168.03648,168.03648,0.265387025727622
"PLVAP","Plvap",1.76353,3.658108,3.690144,45,183,191,3.03726066666667,30.23277,30.23277,0.129263612118511
"PLXDC1","Plxdc1",8.084138,5.93805,6.554504,337,455,500,6.85889733333333,9.97305,9.97305,0.71619990188082
"PLXDC2","Plxdc2",11.827487,8.096165,7.968526,756,655,659,9.29739266666667,10.46438,10.46438,0.898207549528772
"PLXNA1","Plxna1",43.393728,12.849206,14.521209,1672,836,1003,23.5880476666667,7.74636,7.74636,2.8112320630144
"PLXNA2","Plxna2",15.710045,2.737559,3.38445,2419,813,858,7.27735133333333,7.07731,7.07731,1.02476583582075
"PLXNA3","Plxna3",6.500434,2.401865,2.111647,284,206,229,3.67131533333333,27.90154,27.90154,0.161628596030984
"PLXNA4","Plxna4",10.634116,1.762464,2.348862,2100,626,846,4.91514733333333,3.54388,3.54388,1.30178335108615
"PLXNB1","Plxnb1",13.851508,5.366072,5.964834,1555,1047,1197,8.394138,32.15629,32.15629,0.283328985239302
"PLXNB2","Plxnb2",15.885175,11.895189,11.215575,826,806,925,12.9986463333333,52.67736,52.67736,0.260792377518815
"PLXNB3","Plxnb3",4.997019,1.963146,2.422636,392,286,370,3.12760033333333,56.75439,56.75439,0.0714681660274368
"PLXNC1","Plxnc1",9.850191,3.758644,4.726606,1042,714,641,6.11181366666667,7.88226,7.88226,0.800676141732697
