"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"NHEJ1","Nhej1",1.231275,1.554315,1.10534,16,36,26,1.29697666666667,20.01713,20.01713,0.109290691291659
"NHLH1","Nhlh1",0.114282,0.139368,0.106504,4,9,7,0.120051333333333,1.0862,1.0862,0.536885885022209
"NHLH2","Nhlh2",0.793073,0.739537,0.845421,31,51,59,0.792677,2.29654,2.29654,0.543805626505366
"NHLRC1","Nhlrc1",6.788797,5.263891,4.459125,205,293,255,5.50393766666667,1.92413,1.92413,2.22422999889426
"NHLRC2","Nhlrc2",3.618617,1.797178,1.452983,356,328,341,2.28959266666667,1.52068,1.52068,1.30504176121787
"NHLRC3","Nhlrc3",2.595545,1.285466,1.377889,185,173,191,1.75296666666667,13.71716,13.71716,0.187058282077973
"NHLRC4","Nhlrc4",4.828759,5.365462,0.129931,2,9,7,3.441384,0.27931,0.27931,3.47170271474467
"NHP2","Nhp2",13.070326,21.928328,23.263412,140,440,454,19.4206886666667,139.2199,139.2199,0.145633313578648
"NHSL1","Nhsl1",5.611119,2.471512,2.542942,498,429,460,3.54185766666667,2.88619,2.88619,1.16871734698166
"NHSL2","Nhsl2",10.60712,1.576548,1.260531,1233,422,445,4.48139966666667,0.37241,0.37241,3.99399572042368
"NICN1","Nicn1",32.97916,45.253463,40.296083,952,2114,2013,39.5095686666667,28.48949,28.48949,1.3736951255063
"NID1","Nid1",3.125859,0.975978,0.873034,226,107,130,1.65829033333333,3.91032,3.91032,0.541368043902095
"NID2","Nid2",1.532643,0.763578,0.610132,50,39,51,0.968784333333333,7.72754,7.72754,0.225582963049534
"NIF3L1","Nif3l1",14.748685,17.235157,18.21324,262,531,535,16.7323606666667,12.69303,12.69303,1.29499173423754
"NIN","Nin",20.524588,3.101959,3.641672,681,226,225,9.08940633333333,5.15169,5.15169,1.64010318031847
"NINJ1","Ninj1",7.646373,12.406918,13.220439,96,317,349,11.0912433333333,44.99974,44.99974,0.262854601641951
"NINJ2","Ninj2",2.695889,3.159983,4.129966,26,55,73,3.32861266666667,54.55831,54.55831,0.0779111651644311
"NINL","Ninl",4.231294,1.127968,0.825921,98,74,45,2.06172766666667,14.18268,14.18268,0.201659237148294
"NIP7","Nip7",15.331731,18.65548,21.062838,253,480,519,18.3500163333333,11.97924,11.97924,1.49084355735261
"NIPA1","Nipa1",20.684883,16.62903,15.020027,936,1347,1217,17.4446466666667,47.60663,47.60663,0.379467711846443
"NIPA2","Nipa2",14.276894,14.959816,14.787923,421,659,562,14.6748776666667,11.35856,11.35856,1.2683417539476
"NIPAL1","Nipal1",0.062725,0.009063,0.009199,4,1,1,0.0269956666666667,0,0,1.02699566666667
"NIPAL2","Nipal2",3.679447,3.547117,2.881565,137,227,225,3.36937633333333,2.63792,2.63792,1.20106443608802
"NIPAL3","Nipal3",25.397603,17.409768,15.314622,1539,1908,1731,19.3739976666667,63.65136,63.65136,0.315136412701398
"NIPAL4","Nipal4",0.921357,0.923231,1.382807,47,84,128,1.07579833333333,14.18268,14.18268,0.136721470342083
"NIPBL","Nipbl",6.462907,1.991172,2.016869,961,515,520,3.490316,19.86196,19.86196,0.215239411828994
"NIPSNAP1","Nipsnap1",44.716624,50.788052,50.459215,628,1337,1401,48.6546303333333,22.09643,22.09643,2.14988335138086
"NIPSNAP3B","Nipsnap3b",11.532312,11.26747,10.643008,107,228,226,11.1475966666667,2.82412,2.82412,3.17657308522396
"NISCH","Nisch",280.531551,110.030335,122.543568,5494,4730,5063,171.035151333333,50.77213,50.77213,3.32292975647966
"NIT1","Nit1",20.58403,19.171971,18.564751,317,520,552,19.4402506666667,34.82049,34.82049,0.570630124452978
"NIT2","Nit2",6.658213,8.313346,7.079639,90,162,204,7.35039933333333,16.19991,16.19991,0.485490873692556
"NKAIN1","Nkain1",17.350935,20.753645,22.401738,224,504,553,20.1687726666667,6.79651,6.79651,2.7151600737595
"NKAIN2","Nkain2",70.051443,53.084151,50.27094,760,1054,912,57.802178,686.04438,686.04438,0.0855871610506442
"NKAIN3","Nkain3",1.479212,0.31661,0.382866,98,37,42,0.726229333333333,14.89647,14.89647,0.108591991387606
"NKAIN4","Nkain4",84.408353,112.072,131.703912,249,622,695,109.394755,29.51363,29.51363,3.61788338522818
"NKAP","Nkap",5.550161,3.761431,5.119287,223,298,285,4.810293,14.61716,14.61716,0.372045429514713
"NKAPL","Nkapl",0.102952,0.086358,0.200216,2,3,7,0.129842,2.94826,2.94826,0.286162005541682
"NKD1","Nkd1",5.560276,4.630356,5.518191,166,255,283,5.23627433333333,41.39977,41.39977,0.147082739678383
"NKD2","Nkd2",1.608351,1.29047,1.465195,80,124,126,1.454672,9.77581,9.77581,0.227794662303808
"NKG7","Nkg7",0,0,0,0,0,0,0,15.29991,15.29991,0.0613500319940417
"NKIRAS1","Nkiras1",44.306921,47.49397,44.763514,916,1589,1516,45.5214683333333,13.87234,13.87234,3.1280530389524
"NKIRAS2","Nkiras2",4.76655,4.606488,4.853706,104,191,225,4.742248,16.23094,16.23094,0.333252161518756
"NKPD1","Nkpd1",0.364259,0.262079,0.331867,11,17,22,0.319401666666667,0.80689,0.80689,0.730205860161198
"NKRF","Nkrf",12.198343,8.701855,8.190126,593,733,685,9.69677466666667,4.46894,4.46894,1.95591369930309
"NKTR","Nktr",28.509869,6.790005,5.672101,1172,534,547,13.657325,35.93773,35.93773,0.396811742356663
"NLE1","Nle1",6.648278,8.998146,5.614665,53,137,140,7.08702966666667,7.57237,7.57237,0.943383179525227
"NLGN1","Nlgn1",17.244263,9.817214,9.150313,1218,1083,974,12.0705966666667,6.4241,6.4241,1.76056312100681
"NLGN2","Nlgn2",98.882347,32.876692,40.015514,2953,2074,2235,57.2581843333333,28.92397,28.92397,1.94687350419524
"NLGN3","Nlgn3",14.443257,7.056842,8.110802,1555,1202,1201,9.87030033333333,29.29639,29.29639,0.35879853452287
"NLK","Nlk",48.770723,20.564528,18.83322,1603,1191,978,29.3894903333333,36.62048,36.62048,0.807791137522257
"NLN","Nln",19.365677,10.540394,10.426404,397,470,458,13.4441583333333,6.20686,6.20686,2.00422352221818
"NLRC3","Nlrc3",0.392682,0.186582,0.21,21,19,25,0.263088,1.48965,1.48965,0.507335569256723
"NLRC4","Nlrc4",0.233161,0.182872,0.117443,17,23,15,0.177825333333333,0.89999,0.89999,0.619911332866664
"NLRC5","Nlrc5",1.012426,0.113027,0.526059,14,19,16,0.550504,14.21371,14.21371,0.101914917531621
"NLRP1","Nlrp1a",0.035215,0.029993,0.039423,2,3,4,0.034877,344.63598,344.63598,0.00299412404923816
"NLRP10","Nlrp10",0.0582,0.016666,0.008365,4,2,1,0.0277436666666667,0,0,1.02774366666667
"NLRP12","Nlrp12",0.034092,0.031471,0.027557,2,3,3,0.03104,1.36551,1.36551,0.435863724947263
"NLRP14","Nlrp14",0,0,0,0,0,0,0,0.18621,0.18621,0.843021050235624
"NLRP3","Nlrp3",0.184934,0.245674,0.083491,11,12,9,0.171366333333333,3.01033,3.01033,0.292087267963817
"NLRP4","Nlrp4c",0,0,0,0,0,0,0,0.18621,0.18621,0.843021050235624
"NLRP5","Nlrp5",0.373795,0,0.059424,2,0,0,0.144406333333333,0,0,1.14440633333333
"NLRP6","Nlrp6",0.243839,0.133932,0.131619,14,14,12,0.169796666666667,0.06207,0.06207,1.10143085358467
"NLRP9","Nlrp9b",0,0,0.169558,0,0,1,0.0565193333333333,0.0931,0.0931,0.966534931235325
"NLRX1","Nlrx1",1.569002,1.029069,1.309278,73,79,119,1.30244966666667,5.95859,5.95859,0.330878765190458
"NMB","Nmb",3.040542,3.645125,3.938045,22,41,39,3.54123733333333,16.10681,16.10681,0.265463714937696
"NMBR","Nmbr",0.923872,1.28734,1.017869,19,42,31,1.07636033333333,0.31034,0.31034,1.5845966186893
"NMD3","Nmd3",16.209234,26.37268,21.48384,310,525,456,21.3552513333333,11.38959,11.38959,1.804357636801
"NME1","Nme1",110.110686,152.513304,144.287067,1101,2372,2283,135.637019,68.05823,68.05823,1.97857690531599
"NME2","Nme2",64.451068,101.034297,107.128569,533,1512,1642,90.8713113333333,199.86094,199.86094,0.457387640092361
"NME3","Nme3",19.740765,30.274768,40.231163,123,315,396,30.082232,109.73731,109.73731,0.280684369161577
"NME4","Nme4",1.220038,1.182283,1.200828,12,23,25,1.20104966666667,144.40263,144.40263,0.0151376193585128
"NME5","Nme5",10.305629,13.146224,12.855058,61,152,132,12.1023036666667,10.05512,10.05512,1.18517968748116
"NME6","Nme6",5.086917,7.423498,9.572669,37,88,91,7.361028,10.14822,10.14822,0.74998771104266
"NME7","Nme7",14.180881,13.848423,14.415434,131,259,227,14.148246,281.63633,281.63633,0.0535962450404023
"NME8","Nme8",0.067524,0,0.0388,1,0,1,0.0354413333333333,4.31377,4.31377,0.194860020914216
"NMI","Nmi",3.139681,3.010835,3.73271,25,50,60,3.29440866666667,6.92065,6.92065,0.542178819499242
"NMNAT1","Nmnat1",2.524858,2.408062,2.336002,64,111,105,2.422974,4.49997,4.49997,0.622362303794384
"NMNAT2","Nmnat2",36.992104,24.809,22.883281,2508,2776,2713,28.2281283333333,6.14479,6.14479,4.09083098780137
"NMNAT3","Nmnat3",0.712087,1.465343,1.621948,19,51,53,1.26645933333333,7.78961,7.78961,0.257856643620517
"NMRAL1","Nmral1",7.188163,9.083843,10.286674,131,297,343,8.85289333333333,67.43755,67.43755,0.143969112473099
"NMRK1","Nmrk1",1.982385,1.477424,1.896838,41,69,87,1.785549,17.53438,17.53438,0.15029091882221
"NMRK2","Nmrk2",0,0.056032,0.021609,0,3,1,0.0258803333333333,5.92755,5.92755,0.148087034136648
"NMS","Nms",0.08215,0.141203,0.420118,1,3,4,0.214490333333333,0,0,1.21449033333333
"NMT1","Nmt1",47.3061,39.916051,38.182205,2271,3143,2855,41.801452,76.5306,76.5306,0.552058825805553
"NMT2","Nmt2",23.753536,15.225503,14.166618,1399,1583,1425,17.715219,20.32747,20.32747,0.877517070707402
"NMU","Nmu",0,0.061276,0.060828,0,1,1,0.0407013333333333,3.75515,3.75515,0.218857729689565
"NMUR1","Nmur1",0.229311,0.380654,0.034678,1,6,1,0.214881,0.46551,0.46551,0.82898171967438
"NMUR2","Nmur2",0,0.011573,0.022984,0,1,2,0.011519,1.05517,1.05517,0.492182641825251
"NNAT","Nnat",150.796394,211.802032,223.82005,2140,5748,6179,195.472825333333,29.11018,29.11018,6.52512955197655
"NNMT","Nnmt",0.554327,0.981674,0.79641,7,17,15,0.777470333333333,28.33432,28.33432,0.060593541399062
"NNT","Nnt",0.195394,0.031207,0.644882,7,1,50,0.290494333333333,9.18615,9.18615,0.126691078899617
"NOA1","Noa1",16.452175,21.924865,21.239207,200,445,403,19.8720823333333,6.64134,6.64134,2.73146886977066
"NOB1","Nob1",10.136248,14.746887,16.755373,216,487,492,13.8795026666667,17.84473,17.84473,0.789584285190962
"NOBOX","Nobox",0,0,0,0,0,0,0,0,0,1
"NOC2L","Noc2l",22.034848,16.808909,14.218739,801,1179,1009,17.6874986666667,96.6098,96.6098,0.191451049655533
"NOC3L","Noc3l",3.398601,1.991612,2.081975,203,207,217,2.49072933333333,3.75515,3.75515,0.734094473009965
"NOC4L","Noc4l",8.9133,9.167232,8.871711,199,349,320,8.984081,19.11713,19.11713,0.496297483786206
"NOD1","Nod1",5.022138,2.726718,1.667737,77,101,144,3.13886433333333,5.64824,5.64824,0.622550379248242
"NOD2","Nod2",0.22567,0.100214,0.084274,16,13,11,0.136719333333333,0.46551,0.46551,0.775647613003892
"NODAL","Nodal",0.102065,0.165855,0.253966,3,9,14,0.173962,0.46551,0.46551,0.801060381710121
"NOG","Nog",3.298447,2.077382,1.914581,66,81,76,2.43013666666667,0.96206,0.96206,1.74823230006558
"NOL10","Nol10",5.832485,4.98368,4.812494,261,392,382,5.209553,12.10338,12.10338,0.473889408686919
"NOL11","Nol11",11.18847,13.007621,13.891563,305,554,532,12.6958846666667,16.0137,16.0137,0.804991546028593
"NOL12","Nol12",12.898014,18.350718,20.009704,156,351,380,17.0861453333333,35.1929,35.1929,0.499715284857896
"NOL3","Nol3",4.039543,5.42646,5.474379,188,466,480,4.98012733333333,66.66169,66.66169,0.0883827662793131
"NOL4","Nol4",71.896949,40.343139,27.845585,1249,1087,770,46.6952243333333,10.61373,10.61373,4.10679638095025
"NOL6","Nol6",35.308317,13.877631,14.785261,1474,1297,1370,21.3237363333333,7.10686,7.10686,2.753684698309
"NOL7","Nol7",69.27109,85.207239,84.971391,294,554,543,79.8165733333333,51.98246,51.98246,1.52534580941189
"NOL8","Nol8",6.260804,6.1958,5.275033,368,418,354,5.91054566666667,12.35165,12.35165,0.517579899612907
"NOL9","Nol9",4.907673,3.697233,3.686529,247,345,353,4.097145,3.87929,3.87929,1.04464891408381
"NOLC1","Nolc1",16.277892,10.62528,9.088778,786,858,780,11.9973166666667,29.11018,29.11018,0.431658550917552
"NOM1","Nom1",9.270583,7.80962,9.561594,380,415,434,8.880599,6.64134,6.64134,1.29304532974583
"NOMO3","Nomo1",27.508712,17.863024,17.747442,1769,2086,2089,21.039726,7.4172,7.4172,2.6184153875398
"NONO","Nono",80.346682,60.397709,51.418068,1487,1969,1833,64.054153,218.69876,218.69876,0.296106145523989
"NOP10","Nop10",17.055318,24.893658,25.620171,234,595,621,22.523049,124.54067,124.54067,0.187373932288238
"NOP14","Nop14",21.867307,11.27169,9.453426,300,385,338,14.1974743333333,11.35856,11.35856,1.22971238828256
"NOP16","Nop16",13.409128,14.849509,15.142074,176,342,376,14.4669036666667,14.05854,14.05854,1.0271184103284
"NOP2","Nop2",6.777919,7.2653,6.754208,256,493,451,6.93247566666667,10.70684,10.70684,0.677593241785714
"NOP56","Nop56",127.54209,118.227074,119.993371,707,1272,1327,121.920845,86.67882,86.67882,1.40194456312254
"NOP58","Nop58",53.182261,46.571549,36.384844,575,717,560,45.3795513333333,25.01365,25.01365,1.78289287867459
"NOP9","Nop9",4.676147,4.5718,4.060258,96,196,192,4.43606833333333,10.98614,10.98614,0.453529521041247
"NOS1","Nos1",7.635819,1.630822,1.728481,1192,408,503,3.66504066666667,1.9862,1.9862,1.56219967405621
"NOS1AP","Nos1ap",55.222009,9.023624,8.902729,946,237,289,24.3827873333333,4.49997,4.49997,4.61507741557378
"NOS2","Nos2",0.155371,0.06386,0.086428,7,7,9,0.101886333333333,0.27931,0.27931,0.861312999455436
"NOS3","Nos3",1.949626,1.407214,1.507248,120,162,177,1.62136266666667,9.34133,9.34133,0.253484094083321
"NOSIP","Nosip",32.426962,41.893047,36.567432,410,864,839,36.9624803333333,46.52043,46.52043,0.798866515587787
"NOSTRIN","Nostrin",4.126808,3.370144,2.438898,60,135,77,3.31195,16.75853,16.75853,0.242810074933004
"NOTCH1","Notch1",18.933533,0.853118,12.494466,419,196,318,10.7603723333333,8.68961,8.68961,1.21370956450604
"NOTCH2","Notch2",2.355859,0.501011,0.869517,387,149,262,1.242129,3.22757,3.22757,0.530358811326601
"NOTCH3","Notch3",2.904687,1.340884,1.723518,287,154,218,1.98969633333333,10.42753,10.42753,0.261622269495974
"NOTCH4","Notch4",2.102515,1.540973,0.674803,114,98,89,1.43943033333333,29.01708,29.01708,0.0812680758199443
"NOTO","Noto",0,0,0,0,0,0,0,0,0,1
"NOTUM","Notum",1.25285,1.582513,2.060338,18,39,58,1.63190033333333,0.49655,0.49655,1.75864510596594
"NOVA1","Nova1",18.399935,17.145584,11.499026,987,1207,1151,15.681515,203.86436,203.86436,0.0814271208520603
"NOX1","Nox1",0.027011,0.175756,0.078836,1,3,1,0.0938676666666667,2.2655,2.2655,0.334977083652325
"NOX3","Nox3",0.040191,0.022794,0.044861,1,1,2,0.0359486666666667,0,0,1.03594866666667
"NOX4","Nox4",0.289306,0.159044,0.21549,7,7,9,0.22128,1.67585,1.67585,0.456408244109348
"NOXA1","Noxa1",0,0.025618,0.025249,0,1,1,0.0169556666666667,10.73787,10.73787,0.0866388592365281
"NOXO1","Noxo1",1.390288,3.928007,3.277228,8,24,26,2.86517433333333,2.04826,2.04826,1.26799365320981
"NOXRED1","Noxred1",0.451112,0.515822,0.05057,10,7,2,0.339168,0.52758,0.52758,0.87665981487058
"NPAS1","Npas1",3.567738,3.658216,3.289716,89,190,174,3.50522333333333,0.89999,0.89999,2.37118265534731
"NPAS2","Npas2",6.838388,2.839785,2.355827,435,301,250,4.01133333333333,15.14474,15.14474,0.310400373950484
"NPAS3","Npas3",2.441783,3.170501,1.243437,190,156,189,2.28524033333333,30.63086,30.63086,0.103861872024135
"NPAS4","Npas4",2.686855,0.933337,1.859471,113,79,175,1.82655433333333,0.52758,0.52758,1.85034782684595
"NPAT","Npat",6.14497,2.930245,3.06195,396,414,349,4.04572166666667,3.10343,3.10343,1.22963512638614
"NPB","Npb",0.227552,0.767087,0.920866,1,5,8,0.638501666666667,4.18963,4.18963,0.315726105072359
"NPBWR1","Npbwr1",0.328665,0.142695,0.162969,18,14,16,0.211443,0,0,1.211443
"NPC1","Npc1",18.253704,8.376321,9.326854,1017,813,956,11.9856263333333,116.59589,116.59589,0.11042585190123
"NPC1L1","Npc1l1",0.132344,0.244249,0.104303,9,30,13,0.160298666666667,0.03103,0.03103,1.12537818168886
"NPC2","Npc2",14.728105,19.985443,22.186515,672,1656,1860,18.9666876666667,330.73261,330.73261,0.0601891012965734
"NPDC1","Npdc1",128.673115,152.515827,144.215451,1427,3242,3161,141.801464333333,328.65331,328.65331,0.433186805657536
"NPEPL1","Npepl1",6.280014,9.746883,9.78474,101,298,306,8.603879,34.13774,34.13774,0.27332090794684
"NPEPPS","Npepps",80.041252,35.363044,41.833094,2310,2398,2269,52.4124633333333,76.90301,76.90301,0.685627722642981
"NPFF","Npff",0.949418,0.174411,0.344201,4,2,4,0.489343333333333,12.19648,12.19648,0.112859136173687
"NPFFR2","Npffr2",0.044584,0.076793,0.025256,1,3,1,0.0488776666666667,0,0,1.04887766666667
"NPHP1","Nphp1",6.506395,5.990308,5.941353,184,293,266,6.14601866666667,4.22067,4.22067,1.36879340518873
"NPHP3","Nphp3",11.03433,3.190859,5.704793,89,84,86,6.64332733333333,13.87234,13.87234,0.513929034256434
"NPHP4","Nphp4",2.633968,1.127502,0.764394,156,136,105,1.50862133333333,5.67928,5.67928,0.375582597725104
"NPHS1","Nphs1",0.344476,0.425122,0.413081,17,16,21,0.394226333333333,0.21724,0.21724,1.14539970205821
"NPHS2","Nphs2",0.286432,0.136558,0.122471,13,11,10,0.181820333333333,0,0,1.18182033333333
"NPL","Npl",1.781481,2.118962,1.765529,41,88,73,1.88865733333333,32.86533,32.86533,0.0852983665989179
"NPLOC4","Nploc4",20.634123,15.442621,12.440556,831,1143,994,16.1724333333333,71.50304,71.50304,0.236851218008698
"NPM1","Npm1",141.553436,116.738797,126.973359,1604,2696,2783,128.421864,455.55259,455.55259,0.283476354826943
"NPM2","Npm2",0.153977,0.0925,0.091087,1,2,2,0.112521333333333,26.5033,26.5033,0.0404504671560625
"NPM3","Npm3",4.790149,5.240158,4.960517,49,96,91,4.99694133333333,9.24822,9.24822,0.58516906675826
"NPNT","Npnt",5.148695,2.659984,2.861256,355,327,357,3.556645,3.19653,3.19653,1.08581256418994
"NPPA","Nppa",0.203478,0.645664,0.597241,2,12,11,0.482127666666667,52.44798,52.44798,0.0277302840381744
"NPPB","Nppb",0,0.130582,0,0,2,0,0.0435273333333333,3.28964,3.28964,0.243266878650267
"NPPC","Nppc",2.40369,2.829142,2.760412,29,63,60,2.66441466666667,20.2654,20.2654,0.172318163150783
"NPR1","Npr1",1.426064,1.481163,2.252923,56,76,104,1.72005,2.2655,2.2655,0.83296585515235
"NPR2","Npr2",27.537369,18.045959,15.845402,462,493,518,20.4762433333333,13.00337,13.00337,1.53364820991899
"NPR3","Npr3",2.586012,0.846638,0.99523,237,154,125,1.47596,0.12414,0.12414,2.20253705054531
"NPRL2","Nprl2",13.157978,17.39447,18.336331,263,612,632,16.2962596666667,20.91712,20.91712,0.789166627123758
"NPRL3","Nprl3",14.204714,15.465219,10.405183,239,427,395,13.358372,35.1929,35.1929,0.396717919813002
"NPS","Nps",0.130185,0.121829,0.299959,2,2,5,0.183991,0,0,1.183991
"NPSR1","Npsr1",1.446621,0.798428,0.869921,50,71,38,1.03832333333333,0,0,2.03832333333333
"NPTN","Nptn",648.708606,557.533257,440.244544,7764,12388,10327,548.828802333333,48.01007,48.01007,11.2186904106306
"NPTX1","Nptx1",60.70321,26.617204,22.557572,4718,3818,3288,36.6259953333333,12.32062,12.32062,2.82464294705001
"NPTX2","Nptx2",20.928963,11.27855,7.641465,699,717,500,13.2829926666667,1.83102,1.83102,5.04517547268005
"NPTXR","Nptxr",178.971295,54.949033,53.545398,11382,6841,6586,95.8219086666667,10.14822,10.14822,8.6849657314501
"NPVF","Npvf",0.110053,0.495019,0.610879,1,8,10,0.405317,0,0,1.405317
"NPY","Npy",68.4501,86.462442,69.443895,348,793,647,74.785479,19.24127,19.24127,3.74410691621623
"NPY1R","Npy1r",7.404749,3.626144,3.299875,320,273,249,4.77692266666667,2.32757,2.32757,1.73607847969139
"NPY2R","Npy2r",5.589891,3.166965,3.438013,261,239,237,4.06495633333333,1.21034,1.21034,2.29148290911504
"NPY5R","Npy5r",2.341,2.040007,1.863673,66,100,92,2.08156,0.27931,0.27931,2.40876722608281
"NPY6R","Npy6r",0,0,0,0,0,0,0,0.46551,0.46551,0.682356312819428
"NQO1","Nqo1",2.619745,3.045157,3.864807,55,112,144,3.17656966666667,38.88599,38.88599,0.104712699037097
"NQO2","Nqo2",3.580929,3.382319,3.541684,122,173,180,3.501644,38.32737,38.32737,0.114465930470306
"NR0B1","Nr0b1",0,0.043917,0.043165,0,2,2,0.0290273333333333,1.27241,1.27241,0.452835242466515
"NR0B2","Nr0b2",0,0.037898,0,0,1,0,0.0126326666666667,0,0,1.01263266666667
"NR1D1","Nr1d1",30.582058,16.889197,19.378687,1152,1167,1357,22.283314,22.00332,22.00332,1.0121718951873
"NR1D2","Nr1d2",29.77354,24.47437,22.062905,1840,2911,2388,25.4369383333333,8.03789,8.03789,2.92512282549725
"NR1H2","Nr1h2",69.880564,80.561511,92.502569,377,823,912,80.981548,75.81681,75.81681,1.06723447641213
"NR1H3","Nr1h3",1.932356,1.830878,2.357415,15,50,56,2.04021633333333,30.07224,30.07224,0.0978434877348184
"NR1H4","Nr1h4",0.072161,0.041009,0.118495,2,2,6,0.0772216666666667,0.18621,0.18621,0.908120540769903
"NR1I2","Nr1i2",0,0,0.014686,0,0,1,0.00489533333333333,0.0931,0.0931,0.919307779099198
"NR1I3","Nr1i3",0.06818,0.050982,0.037578,3,4,3,0.0522466666666667,6.5172,6.5172,0.139978538108161
"NR2C1","Nr2c1",2.659226,1.617532,1.921264,142,156,170,2.06600733333333,22.03436,22.03436,0.133105818148771
"NR2C2","Nr2c2",22.719371,13.281178,11.24502,2416,2418,2185,15.748523,10.89304,10.89304,1.40826256365067
"NR2C2AP","Nr2c2ap",7.35625,11.283327,11.353974,103,278,285,9.99785033333333,23.89642,23.89642,0.44174424810207
"NR2E1","Nr2e1",4.154549,2.979543,2.851478,131,158,159,3.32852333333333,0.27931,0.27931,3.38348276284351
"NR2E3","Nr2e3",0.041851,0,0,1,0,0,0.0139503333333333,0.18621,0.18621,0.854781474893428
