"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg__TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"HMGN1P31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HMGN1P32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HMGN1P33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HMGN1P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HMGN1P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HMGN1P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HMGN1P9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HMGN2",92.881666,48.705071,92.811619,78.1327853333333,1573,577,1094,45.926704,43.267171,53.074318,47.422731,571,457,598,1.63420740010169
"HMGN2P26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HMGN3",49.024509,17.422602,28.928848,31.7919863333333,593,159,246,23.528643,46.36707,25.863335,31.9196826666667,233,365,223,0.996120973138582
"HMGN3.AS1",0.667487,0.509553,0.534635,0.570558333333333,34,20,19,0.489237,0.490669,0.501914,0.49394,21,17,19,1.05128608467096
"HMGN4",33.999417,35.576803,23.27355,30.9499233333333,706,480,536,26.543701,14.002774,48.46787,29.6714483333333,314,310,349,1.0416829028126
"HMGN5",3.784943,2.893441,4.796176,3.82485333333333,57,24,33,2.736207,3.076991,0.846363,2.21985366666667,37,33,13,1.49846975447435
"HMGXB3",40.326745,32.598612,41.221765,38.0490406666667,1998,1445,1470,43.327672,33.974885,44.494653,40.59907,1750,1226,1477,0.938699847536656
"HMGXB4",6.805816,4.526838,4.541137,5.29126366666667,451,226,226,4.292752,5.555423,4.677818,4.84199766666667,224,246,226,1.07690280373842
"HMHB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HMMR",5.850643,1.294042,2.802872,3.31585233333333,179,39,84,0.582478,1.846389,1.35733,1.26206566666667,21,46,28,1.90792530779758
"HMOX1",1.608224,1.349121,1.78251,1.57995166666667,35,27,26,1.285734,1.248076,1.28735,1.27372,28,22,21,1.13468310375361
"HMOX2",53.267593,65.003874,62.151511,60.1409926666667,696,647,588,29.989682,27.52797,28.805405,28.7743523333333,316,230,295,2.05347851003353
"HMSD",0.550516,2.758585,1.375984,1.561695,4,12,7,0.630538,0.564309,1.186037,0.793628,3,3,5,1.42821978693464
"HMX1",10.917016,11.793307,14.772127,12.49415,234,173,180,6.054266,1.86129,6.386541,4.76736566666667,92,22,67,2.33974240232268
"HMX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HMX3",0.083735,0.193908,0.064623,0.114088666666667,4,7,2,0.174192,0.097955,0.177761,0.149969333333333,7,3,6,0.968798588252208
"HNF1A",0.018305,0,0.182991,0.0670986666666667,1,0,2,0.030397,0,0,0.0101323333333333,1,0,0,1.05639492119349
"HNF1A.AS1",0.307971,0.52353,0.666706,0.499402333333333,8,5,8,0.603458,1.16686,0.714612,0.82831,5,10,7,0.820102900128169
"HNF1B",0.058384,0.025644,0.146444,0.076824,3,1,3,0.053285,0.538223,0,0.197169333333333,2,16,0,0.899475095141094
"HNF4A",0.008083,0.042341,0,0.016808,1,4,0,0.009976,0.02484,0.010931,0.015249,1,2,1,1.00153558388139
"HNF4A.AS1",0.125617,0,0,0.0418723333333333,1,0,0,0,0,0,0,0,0,0,1.04187233333333
"HNF4G",0,0.045309,0.050332,0.0318803333333333,0,2,1,0.016859,0.508967,0.038258,0.188028,1,3,2,0.868565667924774
"HNMT",3.193294,1.641339,2.947735,2.59412266666667,12,7,12,4.48627,3.59722,4.212576,4.09868866666667,23,24,25,0.704911184352892
"HNRNPA0",17.991647,17.204926,20.312446,18.5030063333333,2956,2166,2343,15.228728,16.897978,15.654939,15.927215,2090,1867,1912,1.1521686428236
"HNRNPA1",979.249138,622.077737,650.113793,750.480222666667,13239,6176,7069,640.422086,681.888383,653.634291,658.648253333333,7407,6291,6794,1.13921354126125
"HNRNPA1L2",8.708749,11.416153,12.327371,10.8174243333333,190,189,182,5.643325,4.286629,4.32366,4.75120466666667,102,62,69,2.05477374189547
"HNRNPA1P10",1.977086,1.238265,0.408666,1.20800566666667,28,13,4,0.675445,0.832038,0.816722,0.774735,8,8,8,1.24413259820011
"HNRNPA1P17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPA1P19",0,0,0.616615,0.205538333333333,0,0,1,0,0,0,0,0,0,0,1.20553833333333
"HNRNPA1P21",0.07172,0.188787,0,0.0868356666666667,1,2,0,0,0,0,0,0,0,0,1.08683566666667
"HNRNPA1P23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPA1P27",0.072317,0,0,0.0241056666666667,1,0,0,0.098146,0.108387,0,0.0688443333333333,1,1,0,0.958142953775932
"HNRNPA1P29",0,0,0,0,0,0,0,0.097265,0.120831,0,0.0726986666666667,1,1,0,0.932228249250488
"HNRNPA1P33",0.287696,0.23937,0.813281,0.446782333333333,2,1,3,0.217829,0.272825,0,0.163551333333333,1,1,0,1.24341942799258
"HNRNPA1P42",0.072276,0,0.106958,0.0597446666666667,1,0,1,0,0,0,0,0,0,0,1.05974466666667
"HNRNPA1P45",0,0,0,0,0,0,0,0.073804,0,0.08361,0.0524713333333333,1,0,1,0.950144643686257
"HNRNPA1P48",2.151596,0.98191,0.803598,1.312368,47,16,12,1.1188,2.260194,1.181354,1.520116,20,33,19,0.917564112128172
"HNRNPA1P49",0.388557,0.616306,0.581292,0.528718333333333,5,6,5,0.093912,0.349688,0.212144,0.218581333333333,1,3,2,1.25450660658952
"HNRNPA1P6",0.066302,0,0,0.0221006666666667,1,0,0,0.076676,0,0,0.0255586666666667,1,0,0,0.996628179242793
"HNRNPA1P64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPA1P70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPA2B1",478.989279,366.971305,547.910147,464.623577,10994,6297,7167,467.668805,498.582298,427.0332,464.428101,8651,7869,7036,1.00041999183027
"HNRNPA3",147.467752,103.823764,122.361348,124.550954666667,5489,2993,3414,103.12981,128.41008,98.595644,110.045178,3518,3237,3039,1.13062950528718
"HNRNPA3P10",0,0,0,0,0,0,0,0.123603,0,0,0.041201,2,0,0,0.960429350336774
"HNRNPA3P11",0.074618,0,0,0.0248726666666667,1,0,0,0.089764,0,0,0.0299213333333333,1,0,0,0.995098007485361
"HNRNPA3P12",0,0.088414,0,0.0294713333333333,0,1,0,0.081736,0.100219,0.090493,0.090816,1,1,1,0.943762589963232
"HNRNPA3P14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPA3P15",0,0,0,0,0,0,0,0.078797,0,0,0.0262656666666667,1,0,0,0.974406562043551
"HNRNPA3P16",0.066602,0,0,0.0222006666666667,1,0,0,0,0,0,0,0,0,0,1.02220066666667
"HNRNPA3P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPA3P5",0.115667,0,0,0.0385556666666667,1,0,0,0,0,0.170967,0.056989,0,0,1,0.982560524912432
"HNRNPA3P7",0.069986,0.092217,0,0.0540676666666667,1,1,0,0,0,0,0,0,0,0,1.05406766666667
"HNRNPA3P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPA3P9",0.489184,0.367081,0.304676,0.386980333333333,7,4,3,0.084126,0.104888,0.188978,0.125997333333333,1,1,2,1.23177941214781
"HNRNPAB",54.299486,56.047696,63.544739,57.9639736666667,1355,1048,1091,73.59339,89.816019,79.312363,80.9072573333333,1498,1483,1395,0.719887047697182
"HNRNPC",436.964882,296.52238,363.012477,365.499913,4882,2517,2954,308.612577,389.475267,329.660949,342.582931,2973,3011,2842,1.06670000146195
"HNRNPCL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPCL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPCL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPCL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPCP10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPCP3",0.086977,0.115485,0,0.0674873333333333,1,1,0,0,0,0.117595,0.0391983333333333,0,0,1,1.02722194512116
"HNRNPCP6",0.08345,0,0,0.0278166666666667,1,0,0,0.100624,0.126301,0.114084,0.113669666666667,1,1,1,0.922909815567692
"HNRNPCP7",0.784991,0.311746,0.696417,0.597718,10,3,6,1.138849,0.941133,0.534124,0.871368666666667,12,8,5,0.853769772070566
"HNRNPCP8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPCP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPD",152.646391,100.748918,127.349693,126.915000666667,2606,1344,1596,103.614127,115.998687,106.155325,108.589379666667,1448,1331,1297,1.16722077500338
"HNRNPD.DT",2.066388,1.823177,1.843755,1.91110666666667,15,10,9,0.497708,0.62555,0.942939,0.688732333333333,3,3,5,1.72384137450636
"HNRNPDL",149.795946,109.998917,126.92684,128.907234333333,4762,2717,2957,114.291898,130.134197,119.083736,121.169943666667,3351,2790,3032,1.06333219476451
"HNRNPDLP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPDLP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPDP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPF",36.867378,29.807525,37.923072,34.8659916666667,1342,888,998,35.915542,36.125494,39.155982,37.0656726666667,1076,954,999,0.942213526101006
"HNRNPH1",1044.09156,707.375935,501.987155,751.15155,6383,3029,3354,840.813476,1156.034129,860.139954,952.329186333333,4908,5168,4139,0.788973589377771
"HNRNPH1P1",0.653775,0.215044,0.160633,0.343150666666667,12,3,2,0.853953,1.305411,0.66519,0.941518,13,16,9,0.691804385365815
"HNRNPH1P2",0,0,0,0,0,0,0,0,0,0.071602,0.0238673333333333,0,0,1,0.976689037186458
"HNRNPH2",34.569832,41.195879,47.207326,40.9910123333333,1372,1247,1290,35.464174,36.098797,35.557145,35.7067053333333,1173,962,1045,1.14396026426271
"HNRNPH3",115.3406,83.571999,89.330144,96.0809143333333,2370,1336,1547,72.826691,91.557988,65.781107,76.7219286666667,1320,1278,1233,1.24908009874142
"HNRNPH3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPK",268.142194,230.119176,282.368906,260.210092,6302,4394,4940,240.645194,281.728996,241.732798,254.702329333333,5063,4701,4693,1.02153974381472
"HNRNPKP1",0,0.059067,0,0.019689,0,1,0,0,0,0.060905,0.0203016666666667,0,0,1,0.999399523996988
"HNRNPKP2",0.047402,0.126322,0.070417,0.0813803333333333,1,2,1,0,0.071324,0,0.0237746666666667,0,1,0,1.05626791572625
"HNRNPKP3",0.03113,0,0,0.0103766666666667,1,0,0,0,0,0,0,0,0,0,1.01037666666667
"HNRNPKP4",0,0.062032,0,0.0206773333333333,0,1,0,0.114938,0.070691,0.128269,0.104632666666667,2,1,2,0.923997057241955
"HNRNPL",113.371049,89.735325,108.692516,103.932963333333,2282,1290,1371,99.147635,107.912407,95.198791,100.752944333333,1580,1363,1431,1.03125235363787
"HNRNPLL",27.690511,23.29437,25.59075,25.5252103333333,618,343,404,16.002942,26.505963,22.764607,21.7578373333333,408,418,347,1.1655417843453
"HNRNPLP1",0.086128,0,0.132668,0.072932,2,0,2,0,0,0,0,0,0,0,1.072932
"HNRNPM",178.852753,153.870444,217.706468,183.476555,1392,933,1230,206.010497,235.765667,168.598467,203.458210333333,1283,1175,1106,0.902270222845261
"HNRNPMP1",0,0,0,0,0,0,0,0,0.049322,0,0.0164406666666667,0,1,0,0.983825256893172
"HNRNPMP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPR",76.546641,71.443749,84.0091,77.3331633333333,2244,1665,1717,69.63105,85.618089,66.974055,74.074398,1584,1544,1389,1.04340714571342
"HNRNPRP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HNRNPU",327.609603,313.837443,376.950121,339.465722333333,6607,4067,4660,302.87816,339.820038,293.717522,312.138573333333,4534,3912,3889,1.08726854922121
"HNRNPUL1",103.085713,77.586686,88.792836,89.821745,2261,1243,1370,114.816788,123.061849,90.529046,109.469227666667,2176,1879,1911,0.822145197520964
"HNRNPUL2",35.282658,31.521821,33.0519,33.2854596666667,2305,1493,1660,32.152384,28.283834,31.19312,30.5431126666667,1738,1403,1580,1.08693964444726
"HNRNPUL2.BSCL2",12.557332,13.812929,16.881299,14.4171866666667,889,738,781,10.136804,11.767445,11.271669,11.0586393333333,598,550,576,1.27851793560567
"HOATZ",0.036875,0.120797,0.025964,0.061212,2,4,1,0.021697,0.152419,0,0.0580386666666667,1,6,0,1.00299926026648
"HOGA1",0.104951,0.067832,0.196861,0.123214666666667,5,2,5,1.173575,0,0.296405,0.489993333333333,11,0,10,0.75383871963633
"HOMER1",15.922279,14.475634,13.083186,14.4936996666667,594,440,384,6.718777,7.082964,4.336246,6.04599566666667,215,193,197,2.19893687133027
"HOMER2",40.555569,23.861327,25.200085,29.872327,720,535,456,13.884004,5.955702,11.68107,10.5069253333333,199,141,177,2.68293450297873
"HOMER3",21.345315,11.815853,19.503336,17.5548346666667,346,137,170,27.435438,27.652233,22.581393,25.889688,339,283,243,0.690035327545142
"HOMEZ",4.831958,2.383031,4.883624,4.032871,206,87,130,3.701671,4.978186,3.605034,4.09496366666667,133,149,128,0.987812932391863
"HOOK1",26.456975,1.818775,1.708138,9.99462933333333,145,143,123,0.954313,9.928978,8.805551,6.56294733333333,76,88,61,1.45374929227327
"HOOK2",126.359969,104.004526,101.160427,110.508307333333,400,258,274,100.7644,102.264057,51.94812,84.9921923333333,243,190,206,1.29672595043386
"HOOK3",14.359652,8.759381,9.886872,11.0019683333333,1206,568,591,12.68862,10.771009,7.222167,10.2272653333333,689,772,567,1.06900193208224
"HOPX",0.967598,0.189472,0.210766,0.455945333333333,16,6,4,0.639319,0.248527,0.403222,0.430356,8,5,5,1.01789018491434
"HORMAD1",0.242742,0.157694,0.804676,0.401704,4,1,5,0.12517,0.154861,0.440319,0.240116666666667,1,1,3,1.13030010617281
"HORMAD2",0,0,0.044573,0.0148576666666667,0,0,1,0,0,0,0,0,0,0,1.01485766666667
"HORMAD2.AS1",0.096493,0.390558,0.353878,0.280309666666667,1,4,3,0.195177,0.012404,0.345775,0.184452,2,0,3,1.08092997155365
"HOTAIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOTAIRM1",3.927634,0.441749,0,1.456461,34,3,0,0.780596,1.943509,1.474614,1.399573,5,10,9,1.02370755130184
"HOXA.AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXA1",0.340289,0.037243,0.041736,0.139756,14,1,1,0,0.16951,0.115645,0.0950516666666667,0,4,3,1.04082394894609
"HOXA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXA10.AS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXA11",0,0,0,0,0,0,0,0.065385,0,0,0.021795,2,0,0,0.978669889752837
"HOXA11.AS",0,0,0,0,0,0,0,0,0,0.26319,0.08773,0,0,2,0.919345793533322
"HOXA13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXA2",0.865852,0,0,0.288617333333333,25,0,0,0.042815,0.053689,0.048891,0.048465,1,1,1,1.22905135920926
"HOXA3",0.581435,0,0,0.193811666666667,28,0,0,0,0.031342,0,0.0104473333333333,0,1,0,1.18146847171979
"HOXA4",1.163753,0,0,0.387917666666667,23,0,0,0,0,0,0,0,0,0,1.38791766666667
"HOXA5",0.111401,0,0,0.0371336666666667,3,0,0,0,0,0,0,0,0,0,1.03713366666667
"HOXA6",0.066394,0,0,0.0221313333333333,1,0,0,0,0,0.09224,0.0307466666666667,0,0,1,0.991641657827335
"HOXA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXB.AS1",6.089773,0.401598,0.353844,2.28173833333333,37,2,2,0,1.380832,0,0.460277333333333,0,6,0,2.2473390899263
"HOXB.AS3",0.099536,0,0,0.0331786666666667,1,0,0,0,1.232602,0,0.410867333333333,0,1,0,0.732300367480807
"HOXB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXB13",0.445191,0,0,0.148397,25,0,0,0.043108,0.053421,0.024587,0.040372,2,2,1,1.1038330520237
"HOXB2",3.417022,0.053798,1.030165,1.50032833333333,83,1,6,0,2.280048,0,0.760016,0,24,0,1.42062818368318
"HOXB3",7.184,0,0,2.39466666666667,233,0,0,0,0.218433,0.017774,0.0787356666666667,0,10,1,3.14689387916162
"HOXB4",1.35908,0,0,0.453026666666667,44,0,0,0,0.04696,0,0.0156533333333333,0,1,0,1.43063249927797
"HOXB5",0.168361,0,0,0.0561203333333333,6,0,0,0,0,0,0,0,0,0,1.05612033333333
"HOXB6",1.037217,0,0,0.345739,7,0,0,0,0.716412,0,0.238804,0,3,0,1.08632116137823
"HOXB7",1.516254,0,0,0.505418,14,0,0,0.522786,0.502275,0.295515,0.440192,2,2,1,1.04528979469404
"HOXB8",0.158571,0,0,0.052857,6,0,0,0,0.583516,0,0.194505333333333,0,7,0,0.881416742662793
"HOXB9",0.879562,0,0,0.293187333333333,40,0,0,0,0.463844,0,0.154614666666667,0,14,0,1.12001637487139
"HOXC.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXC.AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXC.AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXC10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXC11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXC12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXC13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXC13.AS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXC4",0.277142,0,0.059398,0.11218,8,0,1,0,0,0.047393,0.0157976666666667,0,0,1,1.09488339705447
"HOXC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXC5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXC6",0.343671,0,0,0.114557,4,0,0,0,0.690221,0,0.230073666666667,0,1,0,0.906089635282006
"HOXC8",0.023957,0,0,0.00798566666666667,1,0,0,0.028736,0,0,0.00957866666666667,1,0,0,0.998422114043614
"HOXC9",0.151876,0,0,0.0506253333333333,1,0,0,0,0,0.207445,0.0691483333333333,0,0,1,0.982674995206465
"HOXD1",0.307179,0.136048,0.104115,0.182447333333333,9,3,2,0,0,0.047475,0.015825,0,0,1,1.16402661219534
"HOXD10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXD11",0.049285,0,0,0.0164283333333333,1,0,0,0,0,0,0,0,0,0,1.01642833333333
"HOXD12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HOXD13",0.025474,0,0,0.00849133333333333,1,0,0,0.030351,0.038596,0,0.0229823333333333,1,1,0,0.985834554979281
"HOXD3",0.961784,0.089913,0,0.350565666666667,13,1,0,0.029398,0,0,0.00979933333333333,1,0,0,1.33745945564102
"HOXD4",0.425987,0.080978,0,0.168988333333333,7,1,0,0,0.092921,0.085402,0.059441,0,1,1,1.10340107031287
"HOXD8",1.533013,0.072746,0.242406,0.616055,28,1,3,0.065146,0.11689,0.151494,0.111176666666667,1,2,2,1.45436369254214
"HOXD9",0.10282,0,0,0.0342733333333333,3,0,0,0,0.052694,0,0.0175646666666667,0,1,0,1.01642025044109
"HP",0.056662,0.151742,2.069767,0.759390333333333,3,4,4,0.108101,0.081781,0.027998,0.0726266666666667,5,3,1,1.64026346538715
"HP1BP3",100.568383,76.370952,72.670321,83.2032186666667,2954,1696,1849,64.864498,89.123554,64.038447,72.6754996666667,1882,1818,1629,1.14289307907827
"HPAT5",0.38634,0.587132,0.702064,0.558512,3,2,4,0,0.666963,0.323527,0.330163333333333,0,2,2,1.17166964457999
"HPCA",2.408961,2.0515,4.412103,2.95752133333333,22,21,29,0.211996,0.352214,0.116573,0.226927666666667,1,2,2,3.22555391067607
"HPCAL1",23.978114,17.294418,23.843239,21.705257,587,321,374,10.438796,12.835612,11.672051,11.6488196666667,237,201,218,1.79504946693445
"HPCAL4",8.600284,5.891929,5.890193,6.79413533333333,738,381,343,0.131007,0.036065,0.049294,0.072122,9,2,3,7.2698212827769
"HPD",0.042013,0.055446,0,0.0324863333333333,1,1,0,0,0,0.17298,0.05766,0,0,3,0.976198715403186
"HPDL",0.879664,1.124038,1.550942,1.18488133333333,26,25,30,0.764289,1.549652,0.80634,1.04009366666667,19,30,17,1.07097108776541
"HPF1",16.593219,18.510368,24.447701,19.8504293333333,235,183,241,12.501126,9.180751,11.131626,10.9378343333333,101,80,100,1.74658390719277
"HPGD",2.21916,1.520006,1.761955,1.833707,67,49,33,0.145876,0.413273,0.259451,0.272866666666667,3,6,4,2.22624024511601
"HPGDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HPN",0.929862,0.665873,1.174022,0.923252333333333,17,18,16,2.452376,0.603935,1.45764,1.50465033333333,38,11,15,0.767872587936759
"HPN.AS1",0.140558,0.087345,0.157424,0.128442333333333,7,4,3,0.312596,0.16556,0.381474,0.286543333333333,11,4,7,0.87711179569026
"HPR",0,0,0,0,0,0,0,0,0.142351,0,0.0474503333333333,0,2,0,0.954699204512799
"HPRT1",25.360341,20.600715,24.585229,23.5154283333333,372,229,256,6.257007,4.319906,5.450005,5.342306,76,45,61,3.86538087776486
"HPRT1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HPS1",10.742741,9.861931,11.77214,10.7922706666667,324,213,220,24.460349,17.896428,21.551918,21.3028983333333,474,312,417,0.528732655748255
"HPS3",12.238115,9.43783,12.594282,11.423409,436,280,308,3.939499,3.302592,4.118454,3.78684833333333,124,96,125,2.5953212082132
"HPS4",11.435912,9.572502,12.333006,11.1138066666667,629,347,360,8.864181,10.715439,9.283034,9.62088466666667,441,351,410,1.14056475019313
"HPS5",24.60019,38.288131,40.619747,34.5026893333333,867,989,907,40.337951,39.072947,39.634675,39.6818576666667,1027,721,877,0.872690957827696
"HPS6",4.307509,4.160511,5.653116,4.70704533333333,194,141,164,3.899811,4.291024,3.680607,3.95714733333333,147,127,118,1.15127611700331
"HPSE",0.109232,0.252657,0.189216,0.183701666666667,9,9,7,0.08609,0.127872,0.11364,0.109200666666667,6,5,6,1.06716638588389
"HPSE2",0,0,0,0,0,0,0,0,0.098844,0,0.032948,0,3,0,0.968102944194674
"HPX",2.560787,14.952271,16.173848,11.2289686666667,30,26,29,17.451506,4.260237,15.133847,12.2818633333333,44,30,32,0.920726885961533
"HPYR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HR",7.813061,11.647233,8.08325,9.18118133333333,379,271,295,9.484735,12.059079,7.925477,9.823097,326,300,216,0.940690204784576
"HRAS",112.450634,94.089852,85.293032,97.2778393333333,338,332,294,60.861199,67.592335,78.344491,68.932675,159,112,151,1.4053207507554
"HRAT17",0.823062,2.995262,1.40045,1.73959133333333,5,14,6,1.908714,2.158973,1.151603,1.73976333333333,9,9,6,0.999937220854843
"HRAT92",0.809785,0.524626,0.603705,0.646038666666667,15,9,13,0.36221,0.902809,0.823408,0.696142333333333,7,3,3,0.970460222776115
"HRC",27.546734,0.036099,0.082937,9.22192333333333,381,1,2,0.033192,0.040956,0.075127,0.0497583333333333,1,1,2,9.73740622841765
"HRCT1",0.144787,0,0.110277,0.0850213333333333,2,0,1,0.087567,0,0,0.029189,1,0,0,1.05424886326353
"HRG",0.635465,0.055214,0.021457,0.237378666666667,8,3,1,0.215526,0.022863,0.08023,0.106206333333333,3,1,5,1.11857854125466
"HRH1",0.435683,0.143707,0.018479,0.199289666666667,31,9,1,0.076118,0.131398,0.313002,0.173506,5,7,5,1.02197148260568
"HRH2",0.258297,0.136157,0.298046,0.230833333333333,20,8,10,0.447398,0.532515,0.204394,0.394769,27,24,10,0.882463930108379
"HRH3",1.330495,3.60567,4.411411,3.11585866666667,58,118,117,1.007207,0.701127,1.75956,1.15596466666667,37,20,42,1.90905664193012
"HRH4",0.108357,0,0.111664,0.0733403333333333,7,0,1,0.019722,0.11525,0.104101,0.079691,1,3,5,0.99411807020095
"HRK",0.241151,0.590307,0.729353,0.520270333333333,26,48,52,1.531363,1.307886,1.590972,1.47674033333333,112,82,91,0.613819023687182
"HRNR",0,0,0,0,0,0,0,0.006374,0.023689,0,0.010021,1,3,0,0.990078424111974
"HROB",2.799504,1.557924,1.86745,2.07495933333333,80,39,38,1.58516,2.979738,2.295725,2.28687433333333,42,64,47,0.935526893179062
"HS1BP3",9.788913,7.300099,10.753394,9.280802,319,240,249,9.702355,14.91341,10.176428,11.5973976666667,363,340,317,0.816105220461803
"HS1BP3.IT1",0.561946,0.185158,0,0.249034666666667,4,1,0,0.170142,1.258624,0.772783,0.733849666666667,1,6,4,0.720382332262947
"HS2ST1",14.161045,11.210886,8.013399,11.1284433333333,1183,644,651,13.31799,13.532577,12.452645,13.1010706666667,787,774,685,0.860107974779787
"HS3ST1",3.137022,2.526757,3.874522,3.17943366666667,193,203,165,0.502473,0.624349,1.138877,0.755233,30,16,23,2.38112755780382
"HS3ST2",3.836752,12.825275,18.586588,11.7495383333333,147,370,465,1.451213,0.642077,2.0324,1.37523,47,16,56,5.3677068466352
"HS3ST3A1",1.714454,0.95241,1.159731,1.27553166666667,121,42,42,1.922552,2.113827,0.870349,1.635576,56,75,45,0.863390646548104
"HS3ST3B1",4.643864,1.809309,4.144732,3.532635,418,135,243,2.207611,3.813351,2.045025,2.68866233333333,166,209,147,1.22880182309992
"HS3ST4",5.928524,16.905259,23.217631,15.3504713333333,237,588,637,6.819829,3.861053,4.708283,5.12972166666667,186,110,169,2.66740844404844
"HS3ST5",4.903777,3.588859,4.762124,4.41825333333333,139,97,167,0.495449,0.33814,0.44402,0.425869666666667,21,11,18,3.79996395182449
"HS3ST6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HS6ST1",24.699153,37.418196,47.258398,36.4585823333333,1876,2170,2317,20.339847,19.698321,20.143443,20.060537,1295,967,1092,1.77861477764472
"HS6ST2",6.763891,5.970106,5.727388,6.153795,472,344,315,6.101579,5.308495,5.361477,5.590517,397,286,316,1.08546795342459
