"Hs_symbol","DRG","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"KRT8P20",0,0,0,0,0,0,0,0,0,1
"KRT8P21",0,0,0,0,0,0,0,0,0,1
"KRT8P22",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"KRT8P25",0,0,0,0,0,0,0,0,0,1
"KRT8P28",0,0,0,0,0,0,0,0,0,1
"KRT8P3",0.03136,0.03136,0.065647,0,0.061016,0.042221,1,0,1,0.989578985646998
"KRT8P31",0,0,0,0,0,0,0,0,0,1
"KRT8P32",0,0,0,0,0,0,0,0,0,1
"KRT8P33",0.14636,0.14636,0.10189,0.208245,0,0.103378333333333,2,3,0,1.03895460457051
"KRT8P35",0,0,0,0,0,0,0,0,0,1
"KRT8P36",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"KRT8P37",0,0,0,0,0,0,0,0,0,1
"KRT8P38",0,0,0,0,0,0,0,0,0,1
"KRT8P41",0,0,0.09453,0.058414,0.107251,0.0867316666666667,2,1,2,0.920190356711792
"KRT8P43",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"KRT8P44",0,0,0,0,0,0,0,0,0,1
"KRT8P45",0.22999,0.22999,0,0,0,0,0,0,0,1.22999
"KRT8P46",0.04182,0.04182,0.152577,0.189148,0.115115,0.15228,3,3,2,0.9041378831534
"KRT8P6",0,0,0,0,0,0,0,0,0,1
"KRT8P7",0,0,0,0,0,0,0,0,0,1
"KRT8P8",0,0,0,0,0,0,0,0,0,1
"KRT8P9",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"KRT9",0.01045,0.01045,0.09666,0.119638,0.109389,0.108562333333333,2,2,3,0.91149588040005
"KRTCAP2",282.02613,282.02613,397.238818,244.947624,392.31082,344.832420666667,523,273,503,0.818390969401903
"KRTCAP3",1.46355,1.46355,5.858631,2.906823,5.850395,4.87194966666667,26,16,30,0.419545489973262
"KRTDAP",0.20908,0.20908,0,0,0,0,0,0,0,1.20908
"KSR1",7.33866,7.33866,42.232453,44.645302,24.433356,37.1037036666667,898,619,581,0.218841193836354
"KSR2",0.88858,0.88858,0.917533,1.09201,0.950714,0.986752333333333,254,246,236,0.950586526721918
"KTI12",6.58598,6.58598,2.930868,2.929233,3.627804,3.162635,71,57,77,1.82239855283973
"KTN1",93.52086,93.52086,112.515787,96.093601,145.004135,117.871174333333,1900,1832,1752,0.795153749679874
"KXD1",88.46116,88.46116,43.543012,51.502803,50.090143,48.3786526666667,505,448,480,1.81173756610802
"KY",0.5436,0.5436,0.15604,0.220464,0.232381,0.202961666666667,12,14,16,1.28316640735296
"KYNU",3.61706,3.61706,1.595644,1.077737,0.740345,1.13790866666667,75,67,55,2.15961517532866
"L1CAM",142.81114,142.81114,675.790594,492.125479,629.975122,599.297065,18190,10367,14850,0.239566621902441
"L1TD1",0.39725,0.39725,10.931415,12.782434,10.723813,11.4792206666667,635,599,558,0.111966126517195
"L2HGDH",1.26493,1.26493,2.376925,2.733272,2.923331,2.67784266666667,182,162,194,0.615831128538397
"L3HYPDH",12.51335,12.51335,21.151909,21.914167,25.092633,22.7195696666667,203,155,173,0.569713118319783
"L3MBTL1",5.07016,5.07016,13.553127,11.33717,14.197964,13.0294203333333,513,361,470,0.432673614146234
"L3MBTL2",15.24183,15.24183,9.831896,9.8581,10.88233,10.1907753333333,435,326,363,1.45135877686878
"L3MBTL3",1.60991,1.60991,3.958176,5.693674,3.816699,4.48951633333333,170,201,164,0.475435328273304
"L3MBTL4",1.83989,1.83989,0.374412,0.462394,0.328602,0.388469333333333,21,21,16,2.04533865590117
"LACC1",5.60331,5.60331,1.657401,2.210988,1.832725,1.90037133333333,102,110,98,2.27671192447312
"LACRT",0,0,0,0,0,0,0,0,0,1
"LACTB",10.06713,10.06713,16.058047,8.592566,10.635027,11.76188,172,108,137,0.867202167705698
"LACTB2",11.59341,11.59341,23.795103,18.808518,19.60496,20.7361936666667,75,69,60,0.579375128558617
"LACTBL1",0,0,0,0,0,0,0,0,0,1
"LAD1",0.25089,0.25089,0.242278,0,0,0.0807593333333333,1,0,0,1.15741771680282
"LAG3",2.73893,2.73893,1.177448,0.993714,1.132986,1.10138266666667,17,15,14,1.77927136228401
"LAGE3",47.65947,47.65947,2.239618,2.732031,3.57707,2.849573,23,21,30,12.6402252925195
"LAIR1",42.64158,42.64158,0.060177,0.101809,0.077552,0.079846,5,6,5,40.4146331976967
"LAIR2",0.5436,0.5436,0,0,0,0,0,0,0,1.5436
"LALBA",0,0,0,0,0,0,0,0,0,1
"LAMA1",13.46466,13.46466,62.36953,32.012315,49.342917,47.908254,5554,2267,3358,0.29575089717985
"LAMA2",12.76425,12.76425,2.930774,3.640358,2.213463,2.92819833333333,69,207,77,3.50396004275073
"LAMA3",3.63797,3.63797,0.564576,0.199702,0.067144,0.277140666666667,4,8,3,3.63152636279689
"LAMA4",50.34613,50.34613,825.680449,689.770588,727.690966,747.714001,23417,17215,18529,0.0685790968666552
"LAMA5",45.25506,45.25506,56.322975,62.944661,53.732864,57.6668333333333,1144,1247,721,0.788436282851469
"LAMB1",161.21006,161.21006,1047.538674,1233.916301,1004.413346,1095.28944033333,22031,19927,17150,0.147962804376442
"LAMB2",169.39549,169.39549,1074.395717,1003.77485,926.592854,1001.587807,11976,9387,8618,0.169955677508055
"LAMB3",0.78404,0.78404,0.210487,0.446465,0.457131,0.371361,14,13,18,1.30092659773758
"LAMB4",0.08363,0.08363,0.484555,0.063707,0,0.182754,3,2,0,0.916192209030787
"LAMC1",22.34005,22.34005,808.67004,779.237611,565.112258,717.673303,40092,28714,29140,0.0324765785824661
"LAMC2",0.37634,0.37634,6.001564,1.039568,1.7891,2.94341066666667,48,57,40,0.349022741058671
"LAMC3",1.00358,1.00358,1.576713,4.125998,1.495907,2.39953933333333,122,167,64,0.589368088892044
"LAMP1",161.12643,161.12643,273.711858,165.282851,250.186738,229.727149,6568,3327,5687,0.702675999346744
"LAMP2",49.70844,49.70844,70.292579,57.818,75.377605,67.8293946666667,3131,2151,2961,0.736726514094385
"LAMP3",0.09409,0.09409,0.0837,0.103628,0.235009,0.140779,4,4,6,0.959072703827823
"LAMP5",31.18407,31.18407,0.116505,0.192375,0.129131,0.146003666666667,3,4,2,28.0837408606313
"LAMTOR1",315.31145,315.31145,56.006257,54.793324,66.315782,59.0384543333333,513,428,527,5.268480901321
"LAMTOR2",148.20537,148.20537,29.854519,43.368722,43.343774,38.8556716666667,191,190,220,3.74364209058828
"LAMTOR3",30.14914,30.14914,19.178611,19.679511,19.391567,19.416563,558,425,502,1.52567990998289
"LANCL1",94.05401,94.05401,24.209232,19.649069,24.99766,22.951987,1270,899,1232,3.96852294550761
"LANCL2",16.00497,16.00497,14.305746,14.522195,13.536174,14.1213716666667,540,390,510,1.12456530894519
"LANCL3",6.02146,6.02146,2.022737,1.55232,2.239959,1.93833866666667,318,196,312,2.38960201546997
"LAP3",66.45564,66.45564,18.70741,24.600109,21.799911,21.7024766666667,417,404,386,2.97128991653334
"LAP3P1",0,0,0,0,0,0,0,0,0,1
"LAP3P2",0,0,0.051712,0,0.057985,0.0365656666666667,1,0,1,0.964724215896275
"LAPTM4A",172.3644,172.3644,148.608228,193.441184,156.35822,166.135877333333,2318,2360,2186,1.0372662217475
"LAPTM4B",58.44792,58.44792,71.6597,62.059733,78.24194,70.653791,2497,1769,2417,0.829654916653328
"LAPTM5",216.7727,216.7727,2.566703,1.765429,3.731506,2.68787933333333,81,45,104,59.0509288174468
"LARP1",58.60473,58.60473,143.088178,155.602698,113.54396,137.411612,4056,3168,3455,0.430633883521276
"LARP1B",8.05998,8.05998,3.811169,3.98314,4.309411,4.03457333333333,178,164,169,1.79955269297895
"LARP1BP1",0,0,0.058527,0,0,0.019509,1,0,0,0.980864318019753
"LARP1BP2",0,0,0,0,0,0,0,0,0,1
"LARP4",6.61734,6.61734,9.606122,14.364817,8.898958,10.9566323333333,807,818,732,0.637080725378163
"LARP4B",12.48199,12.48199,12.141151,14.393757,10.427708,12.320872,804,735,709,1.01209515413105
"LARP6",183.27831,183.27831,6.986918,7.414978,6.111188,6.83769466666667,122,138,98,23.5118000684215
"LARP7",30.71365,30.71365,42.564298,51.800422,28.325662,40.896794,339,301,275,0.756946939663211
"LARS2",8.00771,8.00771,8.474795,5.804881,8.975259,7.751645,381,263,332,1.02925907072328
"LAS1L",33.97527,33.97527,20.622478,17.424887,17.620713,18.556026,661,453,562,1.78846510022026
"LASP1",36.78738,36.78738,50.417948,66.575356,48.91284,55.302048,2916,3190,2547,0.671154626559943
"LAT",4.67291,4.67291,6.9556,7.833156,7.780183,7.52297966666667,69,49,68,0.665601728722494
"LAT2",34.78023,34.78023,1.49721,1.693547,1.14968,1.44681233333333,30,21,18,14.6232015886793
"LATS1",1.87125,1.87125,3.210698,4.206064,3.065053,3.49393833333333,350,379,304,0.638916199339629
"LATS2",3.46025,3.46025,7.366699,8.385614,4.881238,6.87785033333333,393,450,348,0.566176026615721
"LAX1",0.02091,0.02091,0.077244,0.031718,0.027941,0.0456343333333333,3,1,1,0.976354703986703
"LAYN",12.7747,12.7747,9.765177,9.104543,8.605102,9.158274,154,200,183,1.35600792024314
"LBH",3.61706,3.61706,26.557306,42.05568,19.88591,29.499632,592,654,494,0.15138084289017
"LBP",1.05585,1.05585,0,0,0.086617,0.0288723333333333,0,0,2,1.99815850168647
"LBR",6.20963,6.20963,19.459889,21.872613,20.237584,20.523362,446,516,387,0.334967650499954
"LBX1",0.02091,0.02091,0,0.031915,0,0.0106383333333333,0,1,0,1.01016354350303
"LBX2",0.36589,0.36589,0.243432,1.027384,2.937229,1.40268166666667,4,3,3,0.568485629598594
"LCA5",0.96176,0.96176,0.652372,0.939353,0.485992,0.692572333333333,45,50,29,1.15904056882256
"LCA5L",0.89904,0.89904,0.947431,1.123513,0.544839,0.871927666666667,12,11,15,1.0144836436878
"LCAT",34.21571,34.21571,26.337948,39.143295,27.575494,31.0189123333333,146,137,132,1.09984092005957
"LCE1A",0,0,0,0,0,0,0,0,0,1
"LCE1B",0,0,0,0,0,0,0,0,0,1
"LCE1C",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"LCE1D",0.09409,0.09409,0.288181,0,0.326749,0.204976666666667,1,0,1,0.90797608805703
"LCE1E",0.04182,0.04182,0.184553,0.079434,0,0.0879956666666667,1,1,0,0.957558960865959
"LCE1F",0,0,0,0,0,0,0,0,0,1
"LCE2A",0.09409,0.09409,0.166152,0,0.191266,0.119139333333333,1,0,1,0.977617323788697
"LCE2B",0,0,0,0,0,0,0,0,0,1
"LCE2C",0,0,0,0,0,0,0,0,0,1
"LCE2D",0,0,0,0,0,0,0,0,0,1
"LCE3A",0,0,0,0,0,0,0,0,0,1
"LCE3B",0,0,0,0,0,0,0,0,0,1
"LCE3C",0,0,0,0,0,0,0,0,0,1
"LCE3D",0,0,0,0,0,0,0,0,0,1
"LCE3E",0.07318,0.07318,0,0,0,0,0,0,0,1.07318
"LCE4A",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"LCE5A",0.11499,0.11499,0,0,0,0,0,0,0,1.11499
"LCE6A",0,0,0,0,0,0,0,0,0,1
"LCK",0.90949,0.90949,0.088806,0.110696,0.202546,0.134016,1,1,2,1.68382985777978
"LCLAT1",2.97937,2.97937,4.024451,3.966785,3.146913,3.71271633333333,229,183,198,0.844389884418392
"LCMT1",97.94287,97.94287,248.668655,179.905971,192.174937,206.916521,285,182,274,0.475877864462728
"LCMT2",5.16424,5.16424,3.424867,3.638399,3.748836,3.604034,135,116,128,1.33887803608748
"LCN1",0.05227,0.05227,0,0,0,0,0,0,0,1.05227
"LCN10",18.73344,18.73344,0.038924,0.04817,0.08815,0.0584146666666667,1,1,3,18.6443372540819
"LCN12",7.69409,7.69409,2.985341,2.495321,2.114818,2.53182666666667,23,12,14,2.46164119039439
"LCN15",0.08363,0.08363,0.160337,0.149645,0.208757,0.172913,7,5,8,0.923879264702497
"LCN1P1",0.82586,0.82586,0,0,0,0,0,0,0,1.82586
"LCN2",0.14636,0.14636,0,0,0,0,0,0,0,1.14636
"LCN6",1.90262,1.90262,0.078232,0,0,0.0260773333333333,1,0,0,2.82885110673919
"LCN8",0.19862,0.19862,0,0,0,0,0,0,0,1.19862
"LCN9",0,0,0.325364,0.538802,0,0.288055333333333,3,2,0,0.776364162409172
"LCNL1",29.31282,29.31282,0.370983,0.2128,0.317074,0.300285666666667,21,4,13,23.3124310888607
"LCOR",1.21266,1.21266,7.080947,15.523675,4.805857,9.13682633333333,792,631,706,0.218279363504929
"LCORL",2.36259,2.36259,3.200013,4.465475,4.349927,4.00513833333333,136,165,145,0.671827585184958
"LCP1",80.1921,80.1921,0.853258,0.338782,0.310382,0.500807333333333,18,16,14,54.0989494098954
"LCP2",17.79259,17.79259,0.090618,0.241477,0.123308,0.151801,4,4,4,16.3158305992094
"LCT",0,0,0,0.012369,0.033918,0.015429,0,1,3,0.984805436913856
"LCTL",2.00715,2.00715,46.658989,24.46548,22.094711,31.07306,382,300,370,0.0937593731312198
"LDB1",18.59754,18.59754,56.883981,55.887918,57.57957,56.783823,1678,1313,1583,0.339152707151273
"LDB2",44.85782,44.85782,0.196156,0.943202,0,0.379786,3,15,0,33.2354582522217
"LDB3",28.23607,28.23607,0.41392,1.88225,0.235179,0.843783,23,31,17,15.8565677197371
"LDHA",1056.56829,1056.56829,787.202789,607.446999,873.054076,755.901288,3445,2265,3503,1.39723410009576
"LDHAL6A",0.31362,0.31362,0.166401,0.322536,0.151826,0.213587666666667,5,7,5,1.08242695281181
"LDHAL6B",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"LDHB",899.29936,899.29936,599.547805,579.039709,616.212895,598.266803,4873,3713,4414,1.5023347789215
"LDHBP3",0,0,0,0,0,0,0,0,0,1
"LDHC",2.84347,2.84347,0.209271,0.262096,0.231922,0.234429666666667,6,6,6,3.11355932523765
"LDHD",38.41819,38.41819,1.357354,0.160834,0.553025,0.690404333333333,25,3,14,23.3187937481624
"LDLR",36.8292,36.8292,29.775412,42.346109,20.735146,30.9522223333333,808,1021,717,1.18393016940595
"LDLRAD1",0,0,0.126426,0.161943,0.2505,0.179623,4,4,7,0.847728469180408
"LDLRAD2",1.11857,1.11857,0.474836,0.770744,0.850714,0.698764666666667,13,18,26,1.24712389041919
"LDLRAD3",5.35241,5.35241,11.236687,8.330482,12.040881,10.5360166666667,599,393,553,0.550658878497922
"LDLRAP1",6.77415,6.77415,25.642211,54.983681,24.765585,35.1304923333333,416,418,415,0.215168670503494
"LDOC1",146.815,146.815,19.03625,11.354912,19.785841,16.7256676666667,314,150,278,8.33903708337982
"LEAP2",1.05585,1.05585,0.585211,0.22361,0.331485,0.380102,5,2,3,1.48963627326096
"LECT2",0,0,0.233357,0.337303,0.773671,0.448110333333333,2,3,6,0.690555116541534
"LEF1",8.66631,8.66631,100.373223,160.357663,97.208073,119.312986333333,1350,1909,1216,0.0803430310774515
"LEFTY1",1.01403,1.01403,0.329026,0.154676,0.365783,0.283161666666667,7,3,7,1.56958398331205
"LEFTY2",0.20908,0.20908,0.444436,1.355176,0.135158,0.644923333333333,7,30,3,0.735037296571066
"LEKR1",0.06272,0.06272,1.248852,0.39846,4.41196,2.01975733333333,7,4,8,0.351922317819798
"LELP1",0,0,0,0,0,0,0,0,0,1
"LEMD1",0.25089,0.25089,0.515988,0.212901,1.067761,0.598883333333333,3,1,6,0.782352266686125
"LEMD2",29.88779,29.88779,34.338671,36.141495,42.972358,37.817508,570,471,540,0.795718004360301
"LEMD3",4.652,4.652,11.95737,16.768358,13.51453,14.080086,397,391,355,0.374798923560516
"LENEP",0,0,0,0,0,0,0,0,0,1
"LENG1",14.9073,14.9073,1.692882,2.538582,1.21411,1.81519133333333,32,39,20,5.65052179993923
"LENG8",72.50846,72.50846,172.090274,157.766894,165.50046,165.119209333333,7095,5199,5177,0.442504273256554
"LENG9",10.08804,10.08804,0.455104,0.35055,0.230126,0.34526,12,7,5,8.24230260321425
"LEO1",16.24541,16.24541,8.576519,10.947896,9.295209,9.60654133333333,252,264,253,1.62592210391927
"LEP",0.43907,0.43907,0.11475,0.023721,0.15138,0.096617,6,1,7,1.31228131608392
"LEPR",2.93755,2.93755,0.532121,1.054353,0.426944,0.671139333333333,47,68,35,2.35620688320822
"LEPROT",20.85559,20.85559,60.959223,52.737618,50.319373,54.6720713333333,871,872,879,0.39257727396455
"LEPROTL1",27.39975,27.39975,40.708012,40.710759,42.999637,41.4728026666667,774,615,780,0.66865731048845
"LETM1",14.26961,14.26961,12.064946,12.428082,15.018254,13.1704273333333,711,553,669,1.07756877339056
"LETM2",3.60661,3.60661,3.174748,2.110708,1.224868,2.170108,42,28,26,1.45313976684706
"LETMD1",57.48616,57.48616,44.255486,42.346716,47.868995,44.8237323333333,510,399,472,1.27632903349201
"LEUTX",0,0,0,0,0,0,0,0,0,1
"LFNG",6.57552,6.57552,1.207873,4.778114,1.305244,2.43041033333333,32,96,27,2.20834222844672
"LGALS1",8458.2855,8458.2855,781.095748,1441.583423,1043.78227,1088.82048033333,1228,1348,1387,7.76209077793495
"LGALS12",1.19175,1.19175,0,0,0,0,0,0,0,2.19175
"LGALS13",0,0,0,0,0,0,0,0,0,1
"LGALS14",0,0,0,0,0.143749,0.0479163333333333,0,0,1,0.95427465742335
"LGALS16",0,0,0,0,0,0,0,0,0,1
"LGALS2",0.34498,0.34498,1.545416,2.32207,1.16429,1.67725866666667,9,11,6,0.502372078105764
"LGALS3",185.16001,185.16001,19.043395,14.38885,19.631182,17.687809,146,78,140,9.96157494974398
"LGALS3BP",355.33955,355.33955,346.872678,341.913336,326.259952,338.348655333333,3197,2351,2825,1.05006913803733
"LGALS4",0.85722,0.85722,1.900673,1.36117,1.493786,1.58520966666667,14,5,9,0.718402079315553
"LGALS7",0,0,0,0,0,0,0,0,0,1
"LGALS8",52.74008,52.74008,25.850151,23.522736,24.971341,24.7814093333333,503,360,434,2.0844508267637
"LGALS9",93.28042,93.28042,1.050923,1.697936,0.779264,1.176041,12,15,10,43.3265825414135
"LGALS9B",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"LGALS9C",0.01045,0.01045,0.109171,0.373483,0,0.160884666666667,2,1,0,0.870413770647328
"LGALSL",9.39808,9.39808,11.041575,12.137722,11.682094,11.6204636666667,245,200,227,0.823906337725415
"LGI1",77.29636,77.29636,2.233266,3.008369,1.593719,2.27845133333333,41,41,31,23.8821175119879
"LGI2",3.76341,3.76341,10.934754,9.619486,13.321551,11.2919303333333,1091,607,1147,0.387523348312718
"LGI3",118.23395,118.23395,1.933153,0.354791,1.656814,1.31491933333333,65,14,63,51.5067407676408
"LGI4",266.15707,266.15707,60.839241,32.581676,52.536857,48.6525913333333,1451,606,1063,5.38052622886268
"LGMN",59.1797,59.1797,83.93931,59.614311,72.93421,72.1626103333333,1099,794,982,0.8225471962498
"LGR4",5.3106,5.3106,10.660055,15.444172,9.675952,11.9267263333333,746,659,612,0.488182377910117
"LGR5",20.88695,20.88695,0.050463,0.080092,0.056804,0.062453,3,4,2,20.6003936174118
"LGR6",0.11499,0.11499,0,0.190233,0.030566,0.0735996666666667,0,4,1,1.03855285598387
"LGSN",0.01045,0.01045,0.050726,0.05745,0.096567,0.0682476666666667,4,4,7,0.94589488143043
"LHB",1.12902,1.12902,0.232158,0.287762,0.269049,0.262989666666667,1,1,1,1.6856986689519
"LHCGR",0.31362,0.31362,0.075664,0.054233,0,0.043299,3,2,0,1.25910213658788
"LHFPL1",0.80495,0.80495,0.046341,0,0,0.015447,1,0,0,1.77749306463065
"LHFPL2",14.32188,14.32188,5.489069,6.279477,5.283749,5.68409833333333,329,371,252,2.29228823932622
"LHFPL3",12.71198,12.71198,13.555629,5.766307,13.052505,10.7914803333333,307,103,257,1.16287180340178
"LHFPL4",11.54114,11.54114,4.6545,2.786447,4.40742,3.94945566666667,318,168,257,2.53384227369919
"LHFPL5",1.05585,1.05585,1.844299,2.401993,2.177939,2.14141033333333,82,94,82,0.654435359235146
"LHPP",66.96788,66.96788,12.343429,12.622764,8.485948,11.1507136666667,54,31,43,5.59373563270262
"LHX1",0,0,0,0,0,0,0,0,0,1
"LHX2",0.02091,0.02091,0,0,0.202989,0.067663,0,0,3,0.956209965129446
"LHX3",0,0,0,0.036509,0,0.0121696666666667,0,1,0,0.987976653453028
"LHX4",0.03136,0.03136,0.544285,0.645849,0.459906,0.550013333333333,50,48,38,0.665387824620864
"LHX5",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"LHX6",0.94085,0.94085,0.067493,0.181783,0,0.083092,3,5,0,1.79195303815373
"LHX8",0,0,0,0.052015,0.036248,0.029421,0,1,1,0.971419856404717
"LHX9",0.04182,0.04182,0,0,0,0,0,0,0,1.04182
"LIAS",16.17223,16.17223,5.395529,5.136785,6.501574,5.67796266666667,123,103,117,2.57147738871257
"LIF",0.16726,0.16726,3.64451,5.34905,3.552033,4.18186433333333,126,135,125,0.225258695502963
"LIFR",19.24569,19.24569,1.921504,2.84797,1.871188,2.213554,301,354,259,6.3000932923486
"LIG1",8.90675,8.90675,12.152296,13.667155,11.602818,12.4740896666667,204,174,159,0.735244476256392
"LIG3",7.40138,7.40138,52.495698,49.330821,52.678069,51.5015293333333,557,457,484,0.160021624258971
"LIG4",3.89932,3.89932,6.793606,7.104365,5.951968,6.61664633333333,397,337,303,0.643238478667273
"LILRA1",1.54718,1.54718,0,0,0,0,0,0,0,2.54718
"LILRA2",9.54444,9.54444,0.123706,0.206003,0.067265,0.132324666666667,4,7,4,9.31220550996269
"LILRA4",0.57497,0.57497,0,0,0.039764,0.0132546666666667,0,0,1,1.55436737852017
"LILRA5",1.52627,1.52627,0,0,0.066014,0.0220046666666667,0,0,1,2.47187716690139
"LILRA6",1.95488,1.95488,0.098742,0.343365,0.228427,0.223511333333333,3,6,5,2.41508183822844
"LILRB1",3.38707,3.38707,0.056653,0.072464,0.158708,0.0959416666666667,2,2,5,4.00301415069233
"LILRB2",3.69024,3.69024,0.023988,0,0.027214,0.0170673333333333,1,0,1,4.61153342191045
"LILRB3",2.08033,2.08033,0.256497,0.747266,0.145361,0.383041333333333,6,7,3,2.22721470845412
"LILRB4",24.14858,24.14858,0,0.037847,0,0.0126156666666667,0,0,0,24.8352665555573
"LILRB5",0.81541,0.81541,0.072883,0.091149,0.093549,0.0858603333333333,4,4,4,1.67186326295493
"LILRP2",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"LIM2",0,0,0.095056,0,0,0.0316853333333333,1,0,0,0.969287793177248
"LIMA1",8.55132,8.55132,48.628151,63.683956,46.459355,52.9238206666667,1740,1672,1697,0.177126173218364
"LIMCH1",9.38763,9.38763,4.692672,5.519398,4.84649,5.01952,316,230,310,1.7256575275105
"LIMD1",2.10124,2.10124,14.521348,5.306701,13.556865,11.1283046666667,1190,398,1095,0.255702679412682
"LIMD2",45.02508,45.02508,19.392319,22.370434,15.496699,19.086484,255,263,254,2.29134576265314
"LIME1",10.16122,10.16122,9.637964,4.488315,7.651198,7.259159,126,69,94,1.35137487969417
"LIMK1",119.61387,119.61387,15.512953,14.68348,13.447329,14.5479206666667,619,472,509,7.7575563051711
"LIMK2",11.64568,11.64568,32.752255,38.233784,29.372696,33.4529116666667,921,825,901,0.367042417846929
"LIMS1",18.56618,18.56618,13.903457,25.455298,14.817806,18.0588536666667,881,1325,794,1.02661893218796
"LIMS2",111.3239,111.3239,45.130148,39.872554,46.792553,43.9317516666667,2600,1682,2406,2.49987805579655
"LIMS3",0.63769,0.63769,1.580771,3.245395,1.905438,2.243868,25,40,24,0.504857164348241
"LIN28A",0,0,2.411523,1.202609,2.360263,1.991465,132,52,114,0.334284372372734
"LIN28B",0.04182,0.04182,5.710851,7.599623,6.220075,6.510183,444,480,444,0.138720987224945
"LIN37",32.32355,32.32355,14.942384,16.301378,14.8413,15.3616873333333,99,101,108,2.03668175054969
"LIN52",6.95186,6.95186,15.845225,10.761432,20.585208,15.7306216666667,185,135,165,0.47528777820868
"LIN54",1.74581,1.74581,3.489099,5.280389,3.174494,3.98132733333333,179,225,155,0.551220551523684
"LIN7A",4.63109,4.63109,1.477575,1.279587,1.335655,1.36427233333333,125,96,110,2.3817433891217
"LIN7B",106.10739,106.10739,7.955864,7.651646,8.547001,8.05150366666667,40,36,37,11.8331046359111
"LIN7C",4.57882,4.57882,5.604978,5.626995,5.287583,5.50651866666667,375,303,309,0.857420117547756
"LIN9",0.63769,0.63769,1.623251,3.731068,1.080049,2.14478933333333,55,77,41,0.520763023023906
"LINC00028",0.09409,0.09409,0,0,0,0,0,0,0,1.09409
"LINC00032",0.01045,0.01045,0.045828,0.164592,0.087158,0.0991926666666667,2,2,2,0.919265594324077
"LINC00051",0,0,0.152438,0.377587,0.172052,0.234025666666667,2,4,2,0.810355916422052
"LINC00052",0.07318,0.07318,0.323059,0.222758,0.201094,0.248970333333333,9,5,5,0.859251794344728
"LINC00092",7.51638,7.51638,0.137579,0.263336,0.061231,0.154048666666667,4,5,2,7.37956747058039
"LINC00102",0,0,0.056385,0.071184,0,0.042523,1,1,0,0.959211451449992
"LINC00106",0,0,22.734974,26.344446,17.929554,22.3363246666667,44,40,30,0.0428516492757057
"LINC00112",0,0,0,0,0,0,0,0,0,1
"LINC00113",0,0,0.699086,1.16191,0.261681,0.707559,3,4,1,0.585631301758826
"LINC00114",0.01045,0.01045,0.200855,0.132241,0.121021,0.151372333333333,2,1,1,0.877604898733888
"LINC00115",0.57497,0.57497,0.643342,0.833793,0.632379,0.703171333333333,11,12,10,0.924727870400199
"LINC00158",0.06272,0.06272,0.711488,0.763124,0.963959,0.812857,6,8,14,0.58621281215231
"LINC00160",0.06272,0.06272,0,0,0,0,0,0,0,1.06272
"LINC00161",0,0,0.098443,0,0,0.0328143333333333,1,0,0,0.968228235923656
"LINC00163",0,0,0,0,0.036822,0.012274,0,0,1,0.98787482440525
"LINC00174",3.04209,3.04209,6.741198,7.110025,8.193288,7.34817033333333,174,125,132,0.48418873101575
"LINC00184",0.06272,0.06272,0,0.037889,0.034347,0.0240786666666667,0,1,1,1.03773277834125
"LINC00189",0.08363,0.08363,0,0,0.092585,0.0308616666666667,0,0,1,1.05118856878631
"LINC00200",0.09409,0.09409,0.132275,0.216232,0.20265,0.183719,3,4,4,0.92428186081325
